SERIAL;JOURV2;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D7_0;D7_1;D7_2;D8_0;D8_1;D8_2;D9;D10;D11_0;D11_1;D11_2;D11_3;D11_4;D11_5;D11_6;D12;D13;D14_0;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D14_7;D14_8;D14_9;D14_10
68;1;1;2;4;30;10;4;1;5;3;6;8;2;1;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;3;1;2;4;2;2;2;2;2;720;3;4;;;;2;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;1;30;10;2;5;2;3;5;;;;1;1;1;1;1;1;1;1;1;1;2;1;;2;2;1;2;2;2;2;1;2;2;2;2
69;1;1;2;6;13;12;3;1;4;3;1;8;9;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;6;45;2;3;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;13;12;5;3;0;0;5;5;5;1;;;;1;5;2;1;1;5;5;1;3;5;3;1;1;3;2;1;1;1;1;1;1;1
70;1;1;2;3;54;6;4;2;5;3;1;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;2;1;1;1;1;1;5;0;;;;;;0;3;2;2;2;2;2;2;2;1;1;3;4;4;2;4;;;;1;54;6;5;3;1;0;3;5;5;1;;;;2;1;5;1;1;2;2;1;4;2;1;1;1;2;2;1;1;1;1;1;1;1
71;1;1;1;3;92;1;5;1;3;1;5;2;10;2;;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;7;1;4;3;1;2;1;1;1;3;0;;;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;1;92;1;2;2;0;0;6;2;3;2;;;;4;2;3;1;1;2;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1
72;1;1;2;7;93;1;5;1;3;1;1;2;5;2;;3;;2;1;0.0;1;2;1;2;1;2;2;2;2;2;2;10;1;6;1;1;1;1;1;2;6;30;1;;;;;1;1;2;2;3;2;2;2;2;2;2;2;1;2;1;3;;;;1;93;1;4;1;0;0;6;2;2;2;;;;1;2;2;1;1;3;3;1;3;2;3;2;1;4;1;1;2;1;1;1;2;1
73;1;1;2;5;13;12;4;1;3;3;1;2;6;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;4;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;13;12;5;4;2;0;6;3;2;2;;;;2;3;2;2;2;3;4;2;2;3;4;2;2;3;2;2;2;1;3;1;1;2
74;1;3;1;5;14;4;1;1;3;3;1;4;6;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;1;1;1;1;1;1;4;6;675;4;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;14;4;6;2;0;0;6;5;5;1;;;;3;1;4;1;1;2;1;1;4;2;2;1;1;4;1;1;1;1;1;2;3;1
75;1;1;2;6;26;11;3;2;3;3;5;1;7;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;1;4;3;;;;1;26;11;4;3;1;0;6;5;2;1;;;;2;2;1;1;2;2;5;1;1;5;3;1;1;3;1;2;3;3;2;2;3;1
76;1;3;2;9;42;11;3;2;6;3;1;6;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;1;3;2;;;;1;42;11;5;2;0;0;4;5;5;1;;;;2;2;2;1;1;2;1;1;4;3;5;3;1;3;1;1;1;1;1;1;1;3
77;1;1;2;3;33;9;2;1;3;2;8;7;6;2;;2;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;1;1;1;2;1;1;1;2;570;4;;;;;10;4;2;2;2;2;2;2;2;2;2;4;4;4;4;8;;;;1;33;9;4;2;0;0;8;5;3;1;;;;3;2;1;3;1;1;1;1;1;2;2;1;1;4;1;1;1;1;1;1;1;2
78;1;1;1;3;56;8;2;1;5;1;2;1;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;1;3;2;2;2;1;1;2;2;0;;;;;;0;5;;2;2;2;2;2;2;2;2;4;3;3;4;3;;;;1;56;8;3;1;0;0;5;4;3;4;;;;4;2;3;2;2;2;2;2;3;3;1;1;1;2;2;2;1;1;2;1;3;2
79;1;1;2;5;76;4;4;1;3;1;3;8;7;1;2;1;;2;1;0.0;1;2;1;2;1;2;2;1;2;2;2;5;1;1;1;1;2;1;1;3;3;120;1;2;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;4;2;1;3;;;1;76;4;5;4;3;0;5;;;;1;3;2;5;5;2;4;5;5;2;2;5;;1;2;2;4;3;2;1;1;2;3;1;2
80;1;2;1;4;94;1;5;1;6;7;1;2;4;2;;3;;2;2;;2;2;1;3;1;2;2;2;2;2;2;10;2;1;2;2;2;1;1;1;1;60;1;;;;;10;2;;2;2;2;2;2;2;2;2;2;3;1;2;1;;;;1;94;1;3;4;2;0;4;5;4;1;;;;1;1;2;1;3;3;1;1;4;4;2;1;1;3;2;3;1;1;1;1;1;1
81;1;1;1;4;76;4;4;1;5;1;5;4;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;2;1;2;2;1;20;3;;;;;1;2;;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;1;76;4;5;1;0;0;5;1;2;1;;;;1;1;3;1;2;3;1;2;1;1;1;3;1;2;3;1;3;1;2;2;2;2
82;1;1;2;6;62;5;4;1;4;3;3;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;4;660;4;;;;;2;2;2;2;2;2;2;2;2;2;2;4;4;4;3;1;;;;1;62;5;6;4;1;0;6;3;2;1;;;;4;1;2;1;1;2;2;1;4;3;3;2;1;4;2;1;1;1;1;1;1;1
83;1;1;2;9;29;8;3;7;7;5;1;3;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;3;240;1;2;;;;3;3;2;2;2;1;2;2;2;1;2;4;2;3;4;;;;;1;29;8;2;2;0;0;4;3;1;1;;;;1;1;2;1;5;3;2;1;4;1;4;2;1;4;2;1;1;1;1;1;3;1
84;1;1;2;4;74;11;2;1;4;3;4;7;8;1;4;2;;2;2;;1;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;14;1;;;;;0;2;2;2;2;1;2;2;2;2;2;1;2;3;1;1;8;;;1;74;11;4;5;3;0;5;;;;1;3;2;3;1;1;1;1;3;2;1;1;;1;2;2;2;1;2;3;2;2;1;1;1
85;1;2;2;3;44;7;2;1;4;1;1;2;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1;1;1;1;1;1;3;60;1;;;;;0;4;2;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;2;44;7;3;3;0;0;5;4;4;1;;;;2;1;2;2;2;3;2;1;4;4;1;1;2;1;3;1;1;1;1;1;1;1
86;1;1;1;3;67;6;4;1;3;2;5;2;6;1;3;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;2;6;90;1;2;;;;3;2;;2;2;2;2;2;2;2;2;2;3;4;4;5;;;;1;67;6;1;2;0;0;6;;;;3;4;1;3;2;2;2;2;2;2;1;2;;1;3;2;4;3;1;2;1;1;2;1;2
87;1;1;1;3;31;10;4;8;8;2;9;1;6;1;3;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;1;2;35;1;;;;;4;2;;2;2;2;2;2;2;2;2;3;4;4;3;;;;;1;31;10;8;3;0;0;4;;;;4;4;1;3;2;2;1;1;3;2;1;3;;1;1;1;4;2;1;2;1;1;1;2;2
88;1;1;1;7;65;10;3;3;2;5;2;8;6;1;3;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;6;2;1;1;1;1;2;6;120;1;2;;;;0;3;;2;2;2;2;2;2;2;2;3;4;4;3;2;;;;1;65;10;3;1;0;0;6;;;;3;4;2;4;3;2;3;3;3;3;3;2;;1;1;1;4;4;1;1;1;1;1;1;3
89;1;1;2;3;34;10;3;1;5;3;1;10;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;3;1;3;1;1;2;6;135;1;5;;;;5;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;;;;1;34;10;4;3;1;0;5;5;2;5;;;;1;3;2;2;1;2;2;2;2;5;4;2;2;4;2;3;2;2;2;1;1;3
90;1;1;2;1;86;9;3;4;8;2;1;3;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;1;3;;;;;1;86;9;3;2;0;0;6;4;3;2;;;;3;3;2;4;1;3;4;5;5;2;3;3;5;2;4;3;2;2;1;3;5;3
91;1;2;2;8;31;10;4;1;5;7;1;8;6;1;5;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;2;90;1;;;;;0;2;2;2;2;2;2;3;2;2;2;3;3;3;3;3;;;;1;31;10;2;2;0;0;6;;;;3;4;2;3;2;2;2;2;2;3;1;4;;3;1;1;1;1;1;1;1;1;1;1;1
92;1;1;1;9;54;6;4;7;7;3;1;8;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;54;6;7;2;0;0;2;2;2;1;;;;1;1;1;1;2;2;2;1;3;2;2;1;1;2;1;1;1;1;1;1;2;2
93;1;1;1;9;69;11;4;7;7;3;1;5;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;3;3;2;1;1;2;1;3;5;;;;;0;2;;2;1;2;2;2;2;2;2;4;4;3;4;;;;;1;69;11;4;2;0;0;5;5;2;1;;;;1;2;2;1;2;2;4;1;3;2;2;1;1;2;2;2;1;2;2;1;2;1
94;1;3;1;8;25;3;4;1;4;7;1;8;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;4;1;1;1;2;4;30;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;25;3;4;2;0;0;6;3;3;1;;;;4;2;2;1;1;2;2;1;3;3;1;2;2;3;2;1;2;2;2;2;3;2
95;1;2;2;1;75;1;5;2;5;3;1;2;4;2;;3;;2;2;;2;2;2;2;2;1;2;2;1;2;1;8;1;1;4;1;4;1;2;2;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;5;;;;1;75;1;2;2;1;0;3;5;5;2;;;;3;2;4;5;5;2;5;2;4;2;1;1;2;2;3;4;1;3;3;2;2;2
96;1;3;2;2;69;11;4;2;5;1;1;3;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;6;2;1;1;1;1;2;6;35;2;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;5;;;;2;1;11;5;3;2;0;4;2;2;2;;;;3;2;2;2;1;2;2;1;3;3;2;1;1;4;3;1;1;1;1;1;2;2
97;1;2;2;2;55;6;1;1;5;2;1;4;11;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;0;;;;;;0;2;1;2;2;2;2;2;2;2;2;3;3;3;2;4;;;;1;55;6;4;2;0;0;2;2;1;2;;;;1;2;1;1;1;1;2;1;3;1;2;1;1;3;2;1;1;1;1;1;1;2
98;1;1;1;6;66;10;4;2;5;3;3;5;4;1;7;3;;2;2;;2;2;1;2;1;2;2;1;2;1;2;7;2;2;2;1;2;1;1;1;6;30;1;;;;;2;3;;2;2;2;2;2;2;2;2;3;2;3;2;4;;;;2;66;10;12;3;1;0;6;;;;1;3;3;2;2;2;2;2;2;3;1;1;;2;1;1;3;2;1;1;1;1;1;3;1
99;1;2;1;5;34;10;3;1;3;3;8;2;7;1;3;3;;2;2;;1;2;2;2;1;2;2;1;1;2;2;7;1;3;3;1;1;1;1;1;5;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;34;10;6;4;2;0;6;;;;2;3;2;3;2;3;2;2;2;2;1;3;;2;2;2;3;2;3;2;1;2;1;2;2
100;1;2;1;5;21;3;4;1;4;4;2;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;2;1;4;1;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;21;3;3;2;1;0;5;3;3;1;;;;3;2;1;2;2;3;3;1;3;3;1;2;2;4;2;1;1;1;1;1;2;2
101;1;2;2;2;33;9;4;1;3;1;1;2;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;4;1;1;2;2;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;2;32;10;6;3;0;0;6;3;3;1;;;;5;2;4;1;2;2;2;1;4;3;1;1;1;3;1;1;1;1;1;1;1;1
102;1;2;1;3;69;11;4;1;4;1;1;8;2;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;9;1;1;1;1;2;1;1;2;3;60;1;4;;;;50;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;69;11;2;1;0;0;5;5;2;2;;;;3;3;2;1;2;3;4;1;2;3;2;1;1;4;1;1;1;1;1;1;3;1
103;1;1;1;5;53;7;1;1;4;3;7;8;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;53;7;8;4;2;0;5;3;3;2;;;;3;2;2;2;1;3;1;1;3;3;2;1;1;3;1;1;1;1;1;1;2;1
104;1;1;2;3;42;11;4;1;5;3;5;1;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;5;0;;;;;;5;2;2;2;2;2;2;2;2;2;2;4;3;4;3;4;;;;1;42;11;5;5;0;0;6;3;3;2;;;;4;2;2;1;2;2;1;1;3;4;2;2;3;2;2;2;2;2;2;3;2;2
105;1;1;2;2;72;7;4;1;5;7;5;2;6;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;2;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;2;3;3;1;8;;;1;72;7;3;2;0;0;4;2;3;1;;;;2;2;2;2;1;2;2;1;2;3;2;1;1;2;1;1;1;1;1;1;2;1
106;1;2;1;3;35;8;4;1;3;3;7;11;4;2;;1;2;1;2;;2;3;2;1;1;1;2;1;2;2;3;7;3;3;4;3;7;5;5;4;1;1200;3;;;;;3;2;;2;3;3;3;2;3;3;1;1;2;3;1;4;;;;1;35;8;3;3;1;2;6;2;4;1;;;;2;3;2;4;5;2;5;2;2;3;2;1;1;3;4;5;2;1;4;2;3;2
107;1;1;1;1;63;11;4;8;8;2;3;1;4;2;;3;;2;2;;1;2;2;1;1;2;2;1;2;2;2;7;2;3;2;1;1;6;1;1;6;0;;;;;;0;4;;2;2;2;2;2;2;2;2;3;2;3;4;;;;;2;63;11;5;5;0;0;5;2;3;2;;;;4;3;2;1;5;3;4;1;3;2;5;1;1;4;3;1;1;3;3;1;3;4
108;1;1;2;4;17;9;1;1;5;1;1;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;3;4;4;4;5;;;;1;17;9;2;1;0;0;5;5;5;1;;;;1;1;1;1;1;1;1;1;3;5;3;1;2;2;2;1;1;1;1;1;1;1
109;1;1;2;7;56;8;1;3;3;3;1;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;3;1;1;1;1;3;2;270;1;4;;;;2;3;2;2;2;2;2;2;2;2;2;3;3;3;3;1;3;;;1;56;8;5;2;0;0;6;5;2;1;;;;2;2;2;1;1;2;2;1;3;5;3;2;2;3;3;3;2;2;1;3;3;2
110;1;3;1;7;67;6;1;1;3;3;1;4;3;2;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;3;3;1;1;1;1;3;120;1;;;;;2;2;;2;2;2;2;2;2;2;2;3;4;4;3;3;;;;1;67;6;6;2;0;0;6;3;3;1;;;;3;1;2;1;2;2;2;1;4;3;3;2;1;2;3;2;2;2;2;1;1;1
111;1;1;2;1;71;3;1;8;8;1;1;9;3;1;3;3;;2;2;;2;2;1;2;1;2;2;2;2;2;2;9;3;2;2;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;2;3;2;;;;;1;71;3;5;3;1;0;4;;;;4;4;1;3;2;3;2;5;3;5;1;4;;3;1;1;1;1;1;2;1;1;1;2;1
112;1;1;2;2;76;4;4;5;8;2;4;8;3;1;3;3;;2;2;;1;2;2;1;2;2;2;2;2;2;2;8;4;6;1;4;2;1;1;2;3;120;2;3;;;;1;3;2;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;76;4;2;1;0;0;2;;;;2;3;3;3;3;3;2;5;2;2;1;3;;1;2;2;4;2;2;2;2;2;2;4;2
113;1;1;1;7;13;12;2;3;2;1;4;2;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;6;6;6;1;1;1;2;6;80;1;2;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;2;;;;1;13;12;2;1;0;0;3;5;5;2;;;;5;2;2;2;2;5;2;2;3;3;1;1;2;4;2;2;1;1;1;1;1;4
114;1;1;2;9;71;3;1;7;7;3;4;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;71;3;8;2;0;0;4;5;5;5;;;;1;5;5;1;5;1;5;5;1;5;1;1;1;4;4;1;1;1;4;1;1;3
115;1;2;1;2;30;10;2;1;3;1;6;2;8;2;;3;;2;2;;2;2;1;2;1;2;2;3;2;2;2;10;1;1;1;2;1;1;1;1;1;0;;;;;;0;4;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;30;10;3;1;0;0;6;3;2;2;;;;3;2;2;1;2;2;5;1;4;3;1;1;1;4;2;1;1;1;2;1;2;3
116;1;1;2;10;38;11;4;7;7;6;3;1;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;1;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;38;11;3;1;0;0;5;3;2;1;;;;2;2;2;1;1;2;1;1;4;3;2;1;1;1;1;1;1;1;1;1;1;1
117;1;2;2;3;39;3;1;1;5;2;1;10;3;2;;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;10;1;6;2;1;1;1;1;2;3;40;2;;;;;0;1;2;2;2;2;2;2;2;1;2;1;1;1;1;4;;;;1;39;3;4;2;0;0;1;2;1;1;;;;1;2;5;1;1;3;3;1;3;1;4;1;4;1;2;1;2;2;3;1;2;1
118;1;2;1;6;71;3;1;1;4;3;8;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;4;1;1;1;1;1;4;10;1;;;;;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;3;;;;1;71;3;5;4;2;0;6;3;2;5;;;;4;5;5;1;1;2;1;1;3;3;2;2;1;3;2;1;1;2;1;3;2;1
119;1;2;1;3;13;12;4;1;6;3;3;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;2;4;1;1;2;2;3;510;2;4;;;;2;3;;2;2;2;2;2;2;2;2;4;2;3;4;1;;;;1;13;12;4;4;2;0;5;3;5;2;;;;3;2;1;1;5;2;2;1;4;3;1;1;1;4;1;1;1;1;1;1;3;3
120;1;2;1;3;75;1;5;1;3;3;9;7;1;1;1;2;;1;1;34.0;1;1;1;1;1;1;1;1;2;1;2;3;3;2;1;2;3;3;1;1;4;360;2;;;;;12;2;;1;2;1;1;3;1;2;1;1;1;3;2;1;;;;1;75;1;5;4;2;0;4;;;;2;3;1;1;2;5;3;3;3;2;2;4;;1;3;1;2;2;3;1;2;1;1;2;4
121;1;2;1;4;14;4;2;1;4;1;2;8;3;2;;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;3;1;6;1;2;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;14;4;2;1;0;0;4;3;4;1;;;;5;2;3;1;1;3;3;1;4;3;1;1;1;3;1;2;1;1;1;1;2;2
122;1;1;2;5;36;2;3;3;2;1;1;8;2;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;2;1;3;2;1;2;1;4;105;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;4;3;4;4;2;;;;1;36;2;4;1;1;0;6;3;3;1;;;;4;1;2;2;2;1;1;1;4;3;2;2;2;3;2;1;2;2;1;2;2;2
123;1;3;2;4;66;10;4;2;4;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;2;1;1;1;1;2;4;25;4;5;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;1;8;;;1;66;10;5;2;2;0;5;5;3;1;;;;3;1;1;1;1;1;2;1;4;2;2;1;2;3;2;2;3;2;2;1;1;1
124;1;2;2;4;85;7;3;1;5;2;1;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;3;1;1;1;1;6;45;1;;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;3;4;6;;;;1;85;7;7;2;2;0;6;4;3;1;;;;2;2;2;1;1;3;1;1;4;3;3;1;1;1;1;1;1;1;1;1;1;2
125;1;1;2;3;76;4;4;1;5;1;3;6;9;2;;2;;2;2;;2;2;2;2;2;1;2;2;2;2;2;5;4;5;2;3;2;2;2;2;6;600;2;4;;;;10;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;76;4;2;1;0;0;4;3;3;5;;;;3;2;5;2;3;3;3;2;2;3;1;4;3;4;2;2;2;2;2;2;2;2
126;1;1;1;3;13;12;4;1;5;1;2;5;9;1;3;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;6;1;1;2;1;1;2;5;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;3;4;3;5;;;;1;13;12;2;1;0;0;5;;;;4;4;1;4;2;3;1;1;3;3;1;4;;1;1;4;1;4;1;4;1;2;4;2;1
127;1;2;1;4;44;7;4;1;4;3;1;2;4;2;;4;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;2;3;1;1;1;1;6;120;1;2;;;;0;3;;2;2;2;2;2;2;2;2;3;4;4;3;5;;;;1;44;7;2;3;0;0;6;5;5;2;;;;3;2;2;1;2;2;2;1;3;3;4;2;1;3;3;2;2;2;2;2;2;1
128;1;2;2;1;13;12;4;3;2;1;7;2;8;2;;1;;2;1;36.5;2;2;1;2;1;2;2;1;1;2;2;10;1;1;1;1;1;1;1;1;2;20;1;;;;;1;2;2;2;3;2;2;2;2;2;2;4;3;4;4;3;;;;1;13;12;6;4;0;0;6;1;1;2;;;;1;2;2;1;3;4;3;2;5;1;2;1;3;1;3;1;1;4;4;3;4;1
129;1;1;1;5;91;1;5;1;3;3;3;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;2;1;2;1;1;1;6;30;1;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;4;2;3;;;;1;91;1;5;4;2;0;6;3;2;1;;;;2;1;2;1;1;3;2;1;4;3;3;3;2;3;2;2;3;3;1;1;3;2
130;1;2;2;9;84;12;4;6;8;3;1;3;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;2;120;1;;;;;2;2;2;2;2;2;2;2;2;3;2;1;4;4;4;;;;;1;84;12;3;3;0;1;3;5;5;1;;;;3;2;1;1;1;3;5;1;3;5;1;1;1;3;1;2;1;1;1;3;1;1
131;1;1;1;5;67;6;1;4;4;3;5;2;4;1;5;3;;1;1;43.2;1;1;1;1;1;1;1;1;1;1;1;0;5;5;6;5;5;6;5;5;5;1438;5;;;;;193;4;;1;1;1;1;1;1;1;1;1;1;1;1;5;;;;2;19;9;1;28;12;22;6;;;;1;1;4;5;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4
132;1;1;2;9;29;8;4;7;7;3;1;6;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;1;2;1;1;1;1;1;1;6;60;1;2;;;;0;1;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;29;8;5;2;0;1;3;4;2;1;;;;3;3;2;1;1;2;1;1;4;3;1;1;3;3;2;2;2;1;2;1;2;2
133;1;1;2;1;76;4;4;8;8;1;1;10;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;3;2;2;1;1;2;5;60;1;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;3;3;;;;;1;76;4;3;3;0;0;6;3;5;2;;;;3;3;3;2;2;2;2;2;2;3;1;1;2;4;3;2;1;1;2;1;4;4
134;1;1;1;3;33;9;4;1;4;7;1;6;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;2;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;33;9;3;2;0;0;6;3;4;1;;;;3;1;3;1;1;2;2;1;4;4;1;1;1;1;1;2;1;1;1;1;2;1
135;1;1;2;5;30;10;2;1;3;7;1;3;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;2;6;6;2;6;6;1;6;35;1;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;30;10;5;3;1;0;6;3;3;1;;;;3;2;2;1;1;2;2;1;4;3;1;1;2;3;2;2;2;2;2;2;1;1
136;1;1;2;7;14;4;4;2;5;1;2;5;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;1;1;2;1;3;1;3;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;1;2;3;1;5;;;;1;14;4;4;1;0;0;4;5;5;1;;;;2;2;2;2;2;2;1;2;3;5;2;1;1;1;1;1;1;1;1;1;1;1
137;1;1;2;4;29;8;4;6;8;3;1;10;3;2;;3;;2;1;38.2;2;2;1;2;2;2;1;1;2;2;2;10;1;2;1;1;1;2;1;1;6;0;;;;;;0;2;2;2;3;1;2;2;2;2;2;3;3;4;4;;;;;1;29;8;6;4;2;0;6;2;3;2;;;;1;1;2;1;1;2;2;1;3;2;3;2;1;2;1;2;1;1;1;2;1;2
