SERIAL;JOURV8;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;Q411;Q412;Q413;Q414;Q415;Q416;Q417;Q418;Q419;Q4110;Q4111;Q4112;Q4113;Q4114;Q4115;Q4116;Q4117;Q4118;Q4119;Q4120;Q4121;Q4122;Q4123;Q4124;Q4125;Q4126;Q4127;Q4128;Q4129;Q4130;Q4131;Q421;Q422;Q423;Q424;Q425;Q426;Q427;Q428;Q429;Q4210;Q4211;Q4212;Q4213;Q4214;Q4215;Q4216;Q4217;Q4218;Q4219;Q4220;Q4221;Q4222;Q4223;Q4224;Q4225;Q4226;Q4227;Q4228;Q4229;Q4230;Q4231;Q43_0;Q43_1;Q43_2;Q44_0;Q44_1;Q44_2;Q45;Q46;Q47Q_0;Q47Q_1;Q48Q_0;Q48Q_1;Q410V1Q;Q410V2Q;Q411V1Q;Q411V2Q;Q412V;Q413V;D70V;D71V;D72_0;D72_1;D72_2;D72_3;D72_4;D72_5;D72_6;D73
45;1;3;2;6;29;8;2;2;5;3;3;4;7;2;;2;3;;2;9;2;2;2;1;1;1;1;2;1;165;3;;33;42;0;0;0;4;4;4;4;6;;;;1;29;8;7;5;3;0;4;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;3;1;2;7;6;10;90;50;50;10;;0;;2;2;4;3;1;2;2;3;1;1;1;1
46;1;1;1;10;62;5;3;3;3;7;10;6;3;2;;2;3;;2;6;1;1;1;1;1;1;1;2;2;120;2;;;;0;10;0;4;4;4;4;6;;;;1;62;5;9;2;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;2;;1;;;;;;;;;;;;;;;;7;7;7;2;2;2;7;6;100;0;100;0;;100;;;2;3;1;2;1;1;1;1;1;1;1;1
47;1;2;2;2;59;5;4;1;4;2;8;3;6;2;;2;2;;2;7;1;1;1;1;2;2;3;5;2;810;10;;36;26;1;2;4;3;2;4;4;8;;;;1;59;5;4;2;0;0;6;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;2;3;3;6;1;80;20;100;0;0;;;;2;2;2;2;1;1;2;2;1;1;2;1
48;1;1;1;10;35;8;4;7;7;1;1;8;9;2;;2;3;;2;8;2;3;3;4;1;1;1;1;2;30;2;;47;45;2;0;0;3;4;4;3;;;;;1;35;8;4;1;0;1;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;5;6;0;100;0;100;;;;;2;3;3;2;2;1;2;1;1;2;2;1
49;1;2;1;1;21;3;2;1;3;1;4;10;1;1;4;;1;;1;10;2;2;1;2;1;1;2;1;1;60;1;19;;;1;0;0;1;1;2;1;3;;;;1;21;3;3;1;0;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;3;1;1;1;5;6;10;90;50;50;10;;40;;2;1;1;1;2;1;2;2;1;1;1;2
50;1;2;2;3;62;5;4;1;5;3;1;9;10;2;;2;3;;2;4;2;3;1;1;1;1;1;4;2;180;0;;;;1;3;5;4;4;4;4;1;;;;1;62;5;6;2;1;0;5;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;6;7;2;1;3;3;8;9;30;70;50;50;10;;50;;2;2;3;2;3;3;2;1;1;3;3;1
51;1;1;1;8;28;2;2;1;6;3;2;6;4;2;;2;3;;2;10;1;1;4;1;2;2;3;3;3;120;2;;;;1;2;5;3;3;3;3;1;;;;1;28;2;5;2;0;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;2;2;;2;;;;7;7;7;1;1;1;7;9;80;20;80;20;;;;;2;2;2;2;1;1;2;1;1;1;2;1
52;1;3;2;7;94;1;5;1;5;3;8;2;10;2;;2;2;;2;10;1;1;1;1;1;1;1;1;1;270;15;;32;75;1;0;15;4;3;4;4;8;;;;1;94;1;4;1;0;0;3;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;3;1;7;6;10;90;10;90;0;;;;1;4;2;2;1;1;2;2;2;2;1;1
53;1;2;2;4;60;5;1;1;5;2;6;5;4;2;;2;3;;2;7;1;1;1;1;1;1;1;2;1;90;2;;37;35;1;1;0;4;4;4;4;5;;;;1;60;5;5;3;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;1;10;90;10;90;0;;;;2;3;3;2;2;2;2;2;2;2;2;1
54;1;1;1;10;61;4;1;7;7;3;2;5;4;2;;2;3;;2;4;2;2;2;1;2;1;1;2;1;20;4;;65;64;0;0;0;4;4;4;4;;;;;1;61;4;22;2;0;0;6;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;3;2;1;7;8;10;90;50;50;;;;;2;3;2;2;1;1;1;1;1;1;2;1
55;1;2;1;6;44;7;4;1;4;3;2;1;5;2;;2;1;;2;8;2;2;3;2;2;1;1;2;2;70;0;;;;0;0;0;4;4;4;4;3;;;;1;44;7;5;4;2;0;5;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;1;1;1;2;1;6;4;50;50;;;0;;;;2;2;3;2;2;1;2;1;2;2;2;2
56;1;3;2;8;44;7;4;1;3;3;1;2;6;2;;2;3;;1;9;1;1;1;1;1;1;1;2;1;60;15;;30;;0;2;1;3;3;3;4;2;;;;1;44;7;8;3;0;0;4;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;2;1;3;3;6;4;40;60;;;0;;;;2;3;3;2;2;1;1;2;2;2;2;1
57;1;1;2;5;49;7;4;1;5;1;6;2;3;2;;2;3;;2;7;2;2;1;2;2;2;3;4;3;240;30;;;;4;2;7;4;4;4;4;1;;;;1;49;7;3;2;0;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;5;3;50;50;50;50;0;;;;2;3;3;3;3;1;1;3;3;1;1;1
58;1;1;2;2;75;1;5;1;3;2;5;6;3;2;;4;3;;2;7;1;3;2;2;4;1;1;3;1;180;200;;40;40;0;0;0;3;3;4;3;2;;;;1;75;1;5;4;0;0;6;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;1;;;;;;;;1;;;;2;;2;;;;;;;;;;;;;;;;5;3;2;1;1;1;2;4;60;40;60;40;70;;20;;2;4;3;1;1;2;1;2;2;1;3;1
59;1;1;1;1;60;5;3;1;5;3;3;4;7;2;;2;1;;2;7;2;2;2;4;3;2;2;2;2;360;8;;23;23;5;7;1;4;4;4;4;1;;;;1;60;5;6;6;2;0;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;1;1;3;3;6;3;10;90;10;90;0;;;;2;2;2;3;1;1;1;1;1;1;1;1
60;1;1;1;6;19;9;2;1;5;3;1;5;2;2;;2;3;;2;5;1;1;1;1;1;1;3;1;3;480;10;;50;;2;2;7;3;4;3;4;1;;;;1;19;9;5;4;1;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;1;1;1;1;7;4;40;60;40;60;0;;;;2;3;3;3;3;3;2;1;1;1;1;1
61;1;2;1;6;33;9;4;1;4;3;8;5;6;2;;2;2;;2;8;2;2;1;1;1;1;1;3;3;900;20;;30;;2;0;15;4;4;4;4;1;;;;1;33;9;6;4;1;0;5;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;3;3;7;3;30;70;100;0;0;;;;2;2;2;2;2;1;1;1;1;2;1;1
62;1;1;1;5;25;3;1;1;5;3;8;10;3;2;;2;3;;1;8;2;4;3;4;4;5;4;2;4;236;3;;45;56;3;4;3;3;3;2;2;2;;;;1;25;3;11;4;2;0;5;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;5;5;3;2;2;2;5;6;40;60;50;50;45;;45;;2;3;2;1;2;2;2;3;2;2;2;3
63;1;1;2;2;94;1;5;1;3;2;4;3;8;2;;2;3;;2;6;1;2;1;1;2;1;2;2;1;360;2;;25;35;2;0;4;4;3;4;3;1;3;;;1;94;1;2;2;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;5;2;1;1;3;3;5;5;0;100;20;80;0;;;;2;1;2;1;1;1;1;1;1;1;1;1
64;1;1;1;4;10;6;1;5;8;7;9;8;2;2;;2;2;;2;7;1;2;4;3;1;1;1;2;3;240;1;45;;;4;2;0;3;2;3;2;;;;;1;10;6;5;4;2;0;4;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;5;6;4;2;2;2;6;1;60;40;80;20;;;;;2;2;3;3;1;2;2;1;2;1;1;1
65;1;1;2;1;31;10;4;1;5;3;1;10;3;1;3;;3;;1;8;1;5;3;1;2;2;3;5;2;170;2;;25;20;5;2;1;2;2;3;1;1;5;;;1;31;10;4;4;1;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;2;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;1;2;3;5;6;70;30;60;40;50;;60;;1;2;2;3;2;1;3;1;2;3;3;1
66;1;2;1;4;54;6;4;1;3;3;3;5;4;2;;2;3;;2;7;2;2;2;1;2;1;1;2;2;150;5;;30;32;1;2;1;4;4;4;4;3;;;;1;54;6;7;5;3;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;7;7;20;80;30;70;0;;;;2;2;2;3;1;3;3;3;3;1;2;1
67;1;1;1;8;93;1;5;1;3;5;5;8;10;2;;2;3;;2;5;1;2;1;1;1;1;2;2;2;0;0;;;;1;0;0;4;4;4;4;3;;;;1;93;1;4;1;0;0;5;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;6;50;50;50;50;0;;;;2;2;2;3;3;1;3;3;3;3;2;1
68;1;2;2;5;95;1;5;1;5;1;3;4;2;2;;2;3;;2;8;2;1;2;1;2;1;2;3;2;180;3;;40;30;1;1;4;3;3;4;3;1;;;;1;95;1;2;1;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;2;2;1;6;1;50;50;100;0;5;;80;;1;2;3;1;2;3;2;3;3;3;3;1
69;1;1;1;1;67;6;4;1;5;1;10;3;4;2;;1;2;;2;7;1;5;3;5;3;2;3;4;2;180;2;;23;;1;2;1;2;3;3;3;1;3;;;1;67;6;7;3;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;;;;2;;1;;;;;;;;4;5;5;2;2;2;7;6;60;40;60;40;;;;;2;2;2;2;3;3;1;2;2;2;1;2
70;1;1;2;6;35;8;3;5;8;1;9;4;8;2;;2;3;;2;6;1;3;3;2;1;1;1;1;2;120;0;;;;0;0;0;2;3;4;1;;;;;1;35;8;3;1;0;0;1;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;7;7;1;3;3;3;4;0;100;;;;;;;2;2;4;3;1;2;2;2;1;1;1;1
71;1;1;1;10;44;7;4;7;7;3;5;1;9;2;;2;3;;2;8;2;2;4;2;2;1;2;3;2;120;10;;;;1;0;0;4;4;4;4;;;;;1;44;7;3;3;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;8;9;;;;;;;;;2;2;2;2;3;3;3;3;3;1;2;1
72;1;1;1;8;76;4;4;3;3;3;5;8;4;2;;2;3;;2;8;1;1;1;1;1;1;1;2;2;180;2;;50;30;0;0;0;4;3;4;4;2;;;;1;76;4;6;2;0;1;6;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;6;0;50;50;50;;0;;;2;2;3;2;1;1;2;1;2;2;2;1
73;1;2;2;3;59;5;1;1;6;1;7;8;11;2;;2;3;;2;6;2;2;3;1;1;1;1;2;2;600;1;31;;;0;0;0;1;1;1;1;1;;;;1;59;5;4;1;0;0;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;3;3;1;1;1;4;1;90;10;90;10;0;;;;2;2;2;3;1;1;1;1;1;1;1;3
74;1;1;2;7;54;6;4;1;4;3;8;5;6;1;3;;1;2;2;1;1;1;1;1;2;1;1;6;4;720;25;;58;27;0;1;5;4;4;4;4;1;;;;1;54;6;6;4;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;3;3;7;5;80;20;80;20;0;;;;1;2;1;3;1;1;3;3;3;3;1;1
75;1;2;1;4;78;1;2;1;5;3;2;5;11;1;5;;1;;1;4;3;2;4;3;3;7;4;4;4;120;6;;28;28;5;3;0;2;4;4;2;3;;;;2;78;1;4;4;2;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;3;1;2;1;3;3;6;3;75;25;70;30;10;;;;2;3;3;2;3;1;2;3;3;1;1;1
76;1;2;1;3;51;6;3;1;3;7;5;8;4;2;;2;3;;2;7;2;2;1;1;1;1;2;3;2;120;1;40;;;2;0;0;4;4;4;3;3;;;;1;51;6;6;1;1;0;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;6;10;90;30;70;0;;;;1;2;4;2;1;1;1;1;1;2;1;1
77;1;1;1;4;30;10;3;2;6;2;2;4;6;2;;2;3;;2;7;1;1;1;1;1;1;1;2;2;240;3;;;;0;0;5;3;4;3;4;1;;;;1;30;10;2;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;3;2;3;4;9;;;;;10;;;;2;2;3;2;2;3;2;3;1;2;2;1
78;1;2;2;6;29;8;1;2;5;3;2;3;10;2;;2;3;;2;7;1;1;1;1;1;1;1;6;1;360;0;;;;0;0;0;4;3;4;1;1;;;;1;29;8;9;6;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;7;7;1;1;1;1;6;6;;;;;;;;;2;3;2;2;1;1;1;1;1;1;1;1
79;1;1;2;4;44;7;4;4;5;1;1;9;7;2;;2;2;;2;10;1;2;1;1;1;1;1;2;1;0;2;;35;25;0;0;0;1;1;1;1;7;;;;1;44;7;2;1;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;6;1;1;1;3;1;0;100;0;100;;;;50;2;2;3;2;1;1;2;2;2;1;2;1
80;1;2;1;2;57;6;4;1;2;4;9;8;3;2;;1;1;;1;6;2;2;3;3;3;3;3;3;4;321;2;;29;29;6;5;0;2;4;1;2;3;;;;1;57;6;3;1;0;0;2;2;2;1;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;2;2;;2;;;;2;3;4;4;4;4;3;3;60;40;50;50;60;;60;;2;1;2;1;2;1;3;2;2;1;3;3
81;1;1;2;9;45;2;4;7;7;5;1;3;10;2;;3;3;;2;10;1;1;1;1;2;1;1;2;1;150;3;;50;50;0;0;0;1;1;1;2;;;;;1;45;2;2;1;0;0;4;2;1;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;2;1;4;1;50;50;0;0;;;;;1;3;4;1;2;1;2;1;2;2;3;2
82;1;2;2;2;80;5;1;1;5;2;2;3;4;2;;2;3;;2;9;2;3;2;3;2;2;2;1;2;180;2;;25;35;1;3;0;4;4;4;4;5;;;;1;80;5;6;2;0;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;2;1;;;;;;;;1;;;;2;;2;;;;;;;;;;;;;;;;7;7;7;2;2;3;6;1;50;50;50;50;;;;;2;3;4;1;2;1;3;2;2;2;1;2
83;1;2;2;10;49;7;2;7;7;6;8;7;4;2;;2;3;;2;8;1;1;1;1;2;1;1;3;2;240;1;60;;;2;1;0;4;4;4;4;;;;;1;49;7;5;1;1;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;1;1;1;5;7;10;90;20;80;;;;;2;1;3;2;2;1;2;1;1;2;2;1
84;1;1;2;6;38;11;1;2;5;3;1;6;8;2;;2;3;;2;8;2;2;2;3;3;1;1;2;2;150;15;;;;1;0;0;4;4;4;4;5;;;;1;38;11;5;5;2;0;6;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;4;3;2;3;3;3;6;5;30;70;50;50;0;;;;1;3;2;3;1;1;1;1;1;1;1;1
85;1;3;1;10;19;9;1;7;7;5;4;2;6;2;;2;3;;2;7;2;4;4;4;2;1;1;4;4;0;0;;;;1;1;0;4;4;4;4;;;;;1;19;9;2;1;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;1;1;3;1;90;10;90;10;;;;;2;3;4;1;4;4;4;4;4;4;2;2
86;1;2;1;4;92;1;5;1;6;2;5;8;4;1;3;;2;;2;10;1;1;1;1;2;1;2;1;1;90;25;;40;25;0;0;0;4;4;4;3;1;;;;1;92;1;5;3;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;1;1;7;8;50;50;50;50;0;;;;2;1;1;2;1;1;1;1;1;1;1;1
87;1;1;2;6;75;1;5;2;5;1;4;3;2;2;;2;3;;2;10;1;1;2;1;2;2;2;4;2;610;15;;;35;11;0;32;3;3;4;3;1;2;;;1;75;1;3;1;0;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;2;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;6;2;2;1;1;1;8;9;50;50;20;80;;;;;2;2;3;2;1;1;1;1;2;1;2;1
88;1;2;2;4;91;1;5;6;8;3;8;7;4;1;3;;3;;1;8;2;2;1;1;2;3;1;3;2;150;50;;;70;0;20;0;4;4;4;4;;;;;1;91;1;4;4;2;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;2;3;7;3;3;3;6;9;50;50;40;60;;;;;2;2;3;2;1;1;1;3;1;1;1;1
89;1;1;1;6;44;7;4;4;6;1;5;2;3;2;;2;3;;2;2;2;5;3;1;1;1;1;1;6;0;0;;;;0;0;0;1;1;1;1;5;;;;1;44;7;4;3;0;2;3;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;3;1;3;6;3;70;30;100;0;;;;80;2;3;1;3;1;1;1;1;1;3;1;1
90;1;1;1;6;89;3;3;4;3;1;5;1;2;2;;2;3;;2;6;1;1;3;4;2;1;2;3;1;150;50;;;;0;0;0;2;4;4;1;5;;;;1;89;3;5;2;0;1;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;3;3;3;6;5;25;75;75;25;;;;5;2;4;3;1;1;1;2;1;2;2;2;1
91;1;2;1;1;33;9;4;1;2;3;1;10;9;2;;2;1;;2;10;1;1;1;1;1;1;1;1;1;0;0;;;;3;2;0;3;4;3;1;2;;;;1;33;9;5;3;1;0;6;2;2;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;3;6;4;50;50;50;50;0;;;;1;1;1;1;1;1;1;1;1;1;1;2
92;1;1;1;5;31;10;2;1;3;3;1;8;5;1;3;;3;;1;10;1;5;3;1;1;1;1;1;1;30;0;;;;1;2;0;4;4;4;4;3;;;;1;31;10;6;2;2;2;6;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;6;50;50;50;50;0;;;;2;3;2;2;2;1;2;2;2;2;2;1
93;1;2;2;3;56;8;1;4;5;2;2;10;5;2;;2;3;;2;9;1;2;3;1;3;1;4;2;2;60;1;38;;;0;0;0;4;4;4;4;5;;;;1;56;8;5;3;1;0;4;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;6;7;3;3;3;6;3;50;50;50;50;;;;90;2;3;4;2;1;2;2;1;1;1;2;1
94;1;2;1;2;59;5;4;1;3;3;7;8;2;2;;2;3;;2;1;2;1;1;2;1;1;1;2;3;120;1;22;;;0;2;0;4;4;3;4;4;;;;1;59;5;8;2;1;0;6;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;1;1;1;3;3;3;6;8;0;70;30;70;0;;;;2;4;3;3;1;1;2;1;1;1;1;1
95;1;1;2;8;42;11;1;2;5;3;2;3;6;2;;2;3;;2;4;1;3;1;1;1;1;1;2;2;210;0;;;;2;0;0;4;4;4;4;5;;;;1;42;11;5;2;0;0;4;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;3;5;6;0;100;30;70;;;;;2;2;4;3;1;1;3;3;1;3;1;1
96;1;1;2;4;49;7;4;1;3;1;9;5;6;2;;2;3;;2;7;1;5;1;2;2;1;1;2;2;0;0;;;;1;1;0;3;3;4;4;2;;;;1;49;7;2;1;0;0;5;2;1;;;;;;;;1;;;;2;1;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;2;2;6;5;20;80;20;80;50;;20;;2;3;2;2;2;1;2;2;1;1;2;1
97;1;1;2;10;35;8;2;7;7;3;8;10;6;2;;2;3;;2;7;1;2;1;3;1;1;2;2;2;60;2;;60;;1;1;0;4;4;4;4;;;;;1;35;8;6;2;0;2;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;7;10;90;20;80;;;;;2;2;2;2;1;1;1;1;1;1;1;1
98;1;2;2;5;79;9;3;1;3;4;2;5;3;2;;2;2;;2;7;1;1;1;1;1;1;6;6;1;410;3;;23;22;0;3;0;1;1;4;1;1;;;;2;78;1;4;1;1;0;2;1;;;;;;;;;;;;;;;;1;1;;;;2;;1;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;2;2;1;1;1;1;2;2;80;20;90;10;;;;;2;3;4;2;1;3;2;2;1;2;2;1
99;1;1;1;6;26;11;4;1;3;3;1;5;2;2;;2;1;2;2;8;2;2;1;1;2;1;3;3;1;210;10;;;;0;7;3;3;3;1;2;1;3;5;;1;26;11;3;2;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;6;5;3;2;1;1;5;7;70;30;80;20;40;;0;;2;2;3;1;1;1;2;1;1;1;2;1
100;1;1;2;4;56;8;4;1;3;3;1;10;5;2;;2;3;;2;9;1;1;1;1;1;1;1;2;2;135;0;;;;0;0;0;2;1;2;1;3;;;;1;56;8;4;3;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;2;2;;5;5;5;1;2;2;6;6;60;40;70;30;60;;50;;1;1;2;2;1;1;1;1;1;1;1;3
101;1;2;2;5;33;9;4;4;8;1;1;5;2;2;;2;3;;2;9;1;1;1;1;1;1;1;2;1;0;0;;;;3;0;0;2;2;2;3;;;;;2;33;9;3;1;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;7;7;1;1;1;3;3;100;0;100;0;;;;50;2;2;4;1;2;2;2;2;3;2;2;1
102;1;1;1;10;17;9;1;7;7;5;1;8;2;2;;2;3;;2;7;1;1;2;1;1;1;2;2;1;150;0;;;;1;0;0;4;4;4;5;;;;;1;17;9;5;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;1;1;5;4;20;80;20;80;;;;;2;3;3;2;1;1;2;1;1;1;1;1
