SERIAL;JOURV4;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C3BIS;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D30_0;D30_1;D30_2;D30_3;D30_4;D31_0;D31_1;D31_2;D32_0;D32_1;D32_2;D33_0;D33_1;D33_2;D33_3;D33_4;D33_5;D33B_0;D33B_1;D33B_2;D33B_3;D34_0;D34_1;D35;D36;D37_0;D37_1;D37_2;D38_0;D38_1;D38_2;D38_3;D39;D40_0;D40_1;D40_2;D41_0;D41_1
62;1;1;2;3;78;1;5;1;5;1;5;1;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;1;2;1;2;2;5;62;1;;;;;50;3;2;4;2;2;2;2;2;2;2;2;4;4;3;4;3;1;5;;;1;78;1;1;1;0;0;6;4;1;1;1;1;3;3;1;3;3;3;4;3;5;3;6;5;;;;;2;2;5;5;4;2;4;2;1;1;1;4;2;2;4;4;4
63;1;2;2;4;34;10;4;1;5;1;5;1;10;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;4;5;4;4;1;1;1;2;5;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;34;10;6;3;0;1;5;1;1;1;1;1;;;;3;3;1;5;5;5;5;5;5;;;;;3;3;2;1;3;3;3;2;2;2;2;4;2;2;2;4;4
64;1;1;2;9;51;6;1;7;7;5;1;10;3;2;;2;2;;2;2;;1;2;1;1;2;2;2;1;2;1;1;10;1;6;2;2;5;5;1;1;2;0;;;;;;0;3;2;4;2;2;2;2;2;2;2;2;1;1;1;3;1;;;;;1;51;6;8;2;0;1;2;1;5;1;2;3;;;;;;;;;;;;;5;;;5;3;3;5;5;2;2;2;1;3;1;1;3;2;1;3;3;3
65;1;2;2;4;11;10;3;2;5;4;8;9;5;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;1;2;2;9;1;1;1;1;1;1;1;2;1;60;1;;;;;2;1;2;2;2;2;2;2;2;2;2;2;4;3;4;3;3;5;;;;1;11;10;6;2;2;0;4;1;1;1;1;1;;;;1;1;2;4;4;2;2;2;2;;;;;3;6;4;5;3;3;3;1;1;1;1;4;2;1;3;2;3
66;1;2;1;8;79;9;3;1;5;2;6;5;3;2;;1;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;2;1;1;2;2;510;4;;;;;25;4;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;79;9;6;2;0;0;3;1;1;2;1;1;1;1;1;;;;5;5;5;5;5;5;;;;;2;2;4;5;1;1;2;1;1;1;1;4;2;2;3;4;4
67;1;3;1;10;92;1;5;7;7;3;6;1;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;2;4;4;1;1;2;4;60;1;2;;;;1;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;92;1;5;2;0;0;6;1;1;2;1;1;;;;;;;;;;;;;5;;;5;3;2;5;5;3;1;3;2;1;1;1;4;2;2;3;2;1
68;1;3;1;5;75;1;5;1;3;3;3;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;5;6;6;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;3;4;4;3;4;3;;;;1;75;1;4;3;1;2;6;3;6;3;2;1;;;;3;2;2;4;3;2;5;5;5;;;;;2;3;5;5;2;2;2;1;1;1;2;4;1;2;4;3;3
69;1;2;2;5;92;1;5;6;8;7;8;9;10;2;;4;3;;2;1;0.0;2;2;2;2;1;2;2;2;1;2;2;9;1;3;2;1;1;1;2;1;3;0;;;;;;0;2;2;4;2;2;2;2;3;2;2;2;2;2;2;2;3;;;;;1;92;1;5;4;2;0;4;4;3;3;2;2;;;;;;;;;;;;;5;;;5;2;2;4;4;2;3;3;1;2;1;1;4;2;2;4;4;4
70;1;2;1;4;63;11;2;1;5;3;1;6;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;3;2;10;1;1;1;1;1;1;1;2;1;660;4;;;;;6;2;;4;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;63;11;6;2;0;0;4;1;1;1;1;1;1;1;1;;;;5;5;5;5;5;5;;;;;2;3;5;4;3;2;4;1;1;1;1;4;2;1;4;4;4
71;1;1;2;5;65;10;2;3;2;2;3;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;5;2;1;2;1;2;2;3;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;4;4;3;3;;;;1;65;10;4;5;3;0;6;1;3;1;2;1;;;;3;3;1;3;5;5;6;6;6;;;;;3;3;5;3;3;2;3;1;1;2;1;4;2;2;3;3;3
72;1;2;1;10;91;1;5;7;7;3;8;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;4;2;2;1;1;1;2;2;0;;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;91;1;4;2;0;0;4;1;2;3;1;2;;;;;;;;;;;;;5;;;5;2;2;5;5;2;1;2;1;1;1;1;3;2;2;3;3;3
73;1;2;2;10;11;10;3;7;7;3;1;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;1;5;6;1;3;90;1;;;;;0;3;2;4;2;2;2;2;2;2;2;2;3;4;3;3;1;;;;;1;11;10;5;2;0;0;3;1;1;4;5;5;;;;;;;;;;;;;5;;;6;2;2;5;5;2;1;2;1;1;1;1;4;2;2;3;4;4
74;1;1;2;6;62;5;4;1;5;2;1;8;6;2;;2;3;;2;2;;2;2;1;1;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;30;2;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;4;4;2;3;;;;1;62;5;5;3;1;0;6;1;2;5;2;1;;;;1;1;1;2;3;2;5;6;4;;;;;3;2;5;5;4;2;3;2;1;2;1;4;1;2;3;4;4
75;1;2;1;1;80;5;1;1;5;3;1;4;3;1;1;;1;;1;1;39.0;1;2;1;1;1;1;2;2;1;2;1;10;2;3;1;1;2;1;1;3;1;600;4;;;;;135;2;;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;1;80;5;7;2;2;0;4;4;4;4;4;3;3;1;3;;;;1;5;6;1;1;2;;;;;3;3;3;5;4;4;4;2;2;2;2;4;1;1;4;3;3
76;1;2;2;6;82;10;3;5;8;2;7;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;2;3;2;1;1;1;5;0;;;;;;0;3;2;4;2;2;2;2;2;2;2;2;4;4;1;4;4;;;;;1;82;10;4;4;1;0;3;1;6;1;3;1;;;;;;;;;;;;;3;;;3;2;2;5;5;3;1;3;1;1;1;1;4;1;3;2;2;2
77;1;1;2;3;76;4;1;1;5;7;3;7;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;1;60;2;4;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;1;5;;;;1;76;4;9;3;1;0;6;1;1;1;1;1;;;;1;1;1;4;3;4;1;1;5;;;;;2;3;3;5;2;1;3;1;1;1;1;4;1;1;2;4;4
78;1;1;1;10;39;3;2;7;7;3;6;9;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;3;1;1;1;1;6;50;1;;;;;0;4;;4;1;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;39;3;6;2;0;2;6;1;1;1;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;2;2;2;1;1;1;1;4;2;2;3;3;4
79;1;1;1;4;30;10;4;1;4;1;2;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;3;3;3;2;2;6;2;2;5;60;1;;;;;0;2;;4;2;2;2;2;2;2;2;2;2;3;4;2;3;3;;;;1;30;10;3;1;1;0;5;1;3;3;3;3;;;;3;1;1;4;5;5;5;5;5;;;;;2;2;4;5;2;2;2;1;1;1;1;3;3;2;2;2;2
80;1;1;1;10;44;7;4;7;7;3;1;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;4;3;1;1;1;1;3;0;;;;;;0;4;;4;1;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;44;7;5;2;0;2;5;1;1;1;1;1;;;;;;;;;;;;;2;;;5;2;2;4;5;2;1;2;1;1;1;1;4;2;2;3;3;3
81;1;2;1;8;42;11;3;1;6;3;3;10;2;2;;2;2;;1;2;;2;2;2;2;1;2;2;2;2;2;2;8;3;2;2;1;2;1;1;2;2;120;1;5;;;;2;3;;4;2;2;2;3;2;2;2;2;4;3;3;3;3;4;;;;2;42;11;4;3;0;0;3;1;4;4;5;1;;;;1;3;1;5;3;5;3;5;3;;;;;1;2;3;5;3;1;3;1;2;1;1;3;2;2;2;3;2
82;1;1;2;10;29;8;4;7;7;5;1;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;6;1;1;1;1;6;2;4;60;2;;;;;10;1;2;1;2;2;2;2;2;1;2;2;3;3;4;3;4;;;;;1;29;8;5;1;0;1;6;3;1;3;1;1;;;;;;;;;;;;;5;;;4;2;2;4;5;3;2;3;1;1;1;1;4;2;2;4;4;4
83;1;2;1;10;92;1;5;7;7;5;4;9;1;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;10;2;6;1;5;2;1;2;2;6;90;1;;;;;3;4;;1;1;2;2;2;2;2;2;2;3;4;4;4;1;;;;;1;92;1;1;1;0;0;4;5;5;2;5;5;;;;;;;;;;;;;5;;;5;3;3;5;5;4;2;4;2;2;1;1;3;3;3;2;2;2
84;1;2;1;7;8;6;2;1;6;2;5;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;2;3;3;540;1;3;;;;30;1;;1;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;8;6;4;2;0;0;3;1;1;2;1;2;;;;2;1;1;4;4;2;2;2;5;;;;;3;3;6;5;3;1;3;1;1;1;1;3;3;3;3;3;3
85;1;1;1;6;92;1;5;1;3;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;2;1;1;1;1;3;60;1;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;3;3;3;2;3;;;;1;92;1;3;2;1;0;4;5;5;3;2;1;;;;1;1;1;5;3;2;2;2;5;;;;;2;2;5;5;1;1;1;1;1;1;1;4;1;1;3;4;4
86;1;1;1;7;23;9;2;1;4;3;6;1;3;2;;2;3;;2;2;;2;1;2;2;2;2;2;2;2;2;2;9;1;4;2;2;1;1;1;1;4;45;2;;;;;0;2;;4;2;2;1;2;2;2;1;2;3;3;3;3;3;5;;;;1;23;9;5;4;1;0;6;1;1;3;1;1;;;;3;3;3;6;5;2;2;2;4;;;;;3;2;5;5;2;2;3;1;1;1;1;4;2;2;3;4;4
87;1;1;2;2;75;1;5;1;3;2;1;3;6;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;2;3;1;1;1;1;3;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;1;1;2;1;1;2;;;;1;75;1;1;2;0;0;6;5;5;2;3;1;;;;;;;3;3;2;4;2;2;;;;;2;2;3;5;2;2;2;1;1;1;2;4;2;3;4;2;2
88;1;1;1;10;45;2;4;7;7;3;1;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;1;4;1;1;2;1;1;2;6;120;1;2;;;;0;1;;1;2;2;3;2;3;2;2;2;4;2;3;2;1;;;;;1;45;2;6;3;1;0;6;1;1;1;1;1;;;;;;;;;;;;;5;;;5;2;2;4;5;3;2;2;1;1;1;1;4;2;2;4;3;3
89;1;1;2;3;39;3;2;5;8;7;1;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;9;2;3;3;4;1;1;1;2;4;0;;;;;;0;1;2;4;2;1;2;2;2;2;3;2;4;4;4;4;3;;;;;1;39;3;5;2;0;0;4;1;1;1;1;1;;;;;;;;;;;;;6;;;6;1;1;4;4;3;1;2;1;1;1;1;4;2;2;4;4;4
90;1;1;1;7;63;11;1;1;6;1;5;8;4;1;6;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;5;180;1;;;;;10;2;;4;2;2;2;2;2;2;2;2;2;1;1;3;1;5;;;;1;63;11;6;1;0;0;4;1;1;2;1;1;;;;1;1;1;5;4;1;1;1;1;;;;;4;5;5;5;3;1;1;3;1;1;4;4;1;1;4;4;4
91;1;2;2;3;95;1;5;6;8;3;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;2;1;1;1;1;1;6;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;;1;95;1;1;2;0;0;4;5;5;4;4;2;;;;;;;;;;;;;4;;;6;3;3;4;3;2;2;3;1;1;1;2;3;3;3;3;2;2
92;1;1;1;8;38;11;2;7;7;7;1;3;6;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;4;4;1;6;1;1;1;1;3;50;2;;;;;7;2;;4;2;2;2;2;2;2;2;2;3;2;1;2;2;;;;;1;38;11;5;2;0;0;8;1;2;1;1;1;;;;;;;;;;;;;3;;;3;2;3;4;5;3;2;2;1;1;1;1;4;2;2;3;2;2
93;1;2;2;1;33;9;4;1;3;1;2;4;8;2;;2;3;;2;2;;2;2;2;1;1;1;2;2;2;2;2;7;2;3;2;2;1;1;1;1;6;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;2;1;4;1;1;3;;;;1;33;9;6;4;0;0;6;1;1;4;1;2;;;;1;1;1;1;5;5;2;2;4;;;;;2;2;5;5;4;4;3;3;1;2;2;4;2;1;3;3;3
94;1;1;2;8;1;11;3;4;6;1;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;4;75;1;;;;;2;5;2;4;1;2;2;2;2;3;2;2;4;4;4;4;4;7;;;;1;1;11;3;1;0;0;3;5;5;2;6;2;;;;;;;;;;;;;5;6;;5;4;4;5;5;3;2;3;2;1;1;1;4;2;2;4;4;4
95;1;1;2;7;33;9;4;1;3;3;1;2;9;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;3;2;1;1;1;4;4;75;1;2;;;;4;2;2;4;2;2;2;2;2;2;2;3;4;3;4;4;4;3;;;;1;33;9;5;3;1;0;6;1;1;4;1;1;;;;1;1;1;4;5;6;6;6;2;;;;;2;1;5;5;3;1;1;1;1;1;1;4;2;2;3;2;2
96;1;2;1;8;57;6;3;1;6;3;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;60;1;3;;;;2;4;;4;2;2;2;2;2;2;2;2;4;4;3;3;4;5;;;;1;57;6;4;2;0;0;3;5;5;1;5;1;;;;3;1;3;4;4;6;6;6;6;;;;;3;3;6;3;3;1;3;1;1;1;1;4;2;2;2;4;4
97;1;1;1;4;51;6;4;1;3;3;1;10;7;1;2;;1;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;1;1;1;2;1;1;2;2;75;1;2;;;;0;3;;4;2;2;2;2;2;2;2;2;3;3;4;3;3;3;;;;1;51;6;6;4;2;0;6;1;1;2;1;2;;;;1;1;1;3;2;1;5;5;5;;;;;3;2;5;5;3;2;3;1;1;1;1;4;2;2;2;4;4
98;1;1;1;10;40;9;1;7;7;5;8;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;3;2;1;1;3;2;0;;;;;;1;4;;4;2;2;1;2;2;2;2;2;1;2;2;3;3;;;;;1;40;9;2;1;0;0;3;2;3;2;1;2;;;;;;;;;;;;;4;;;5;3;4;5;3;4;2;4;1;1;1;1;4;3;2;3;3;2
99;2;2;1;1;44;7;1;1;3;1;3;8;9;1;4;;1;;1;2;;3;2;2;2;1;2;1;2;1;2;3;8;6;2;1;2;4;4;3;3;2;0;;;;;;1;2;;4;3;3;3;3;3;1;1;2;1;2;1;2;3;1;;;;1;44;7;10;4;0;0;3;1;4;5;3;3;1;3;2;;;;3;4;6;2;6;5;;;;;1;5;3;1;2;1;1;2;4;3;2;2;2;1;3;1;2
100;1;1;1;9;83;12;1;7;7;5;2;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;2;2;1;1;1;1;1;3;0;;;;;;0;2;;1;2;1;2;2;1;1;3;2;4;4;4;4;4;;;;;1;83;12;6;3;0;2;6;1;1;2;1;2;;;;;;;;;;;;;5;;;3;3;3;4;3;2;2;3;2;2;2;1;4;1;2;4;3;3
101;1;1;2;7;51;6;4;1;5;3;1;5;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;6;1;2;1;1;6;6;0;;;;;;0;5;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;5;;;1;51;6;5;4;2;0;4;1;6;2;2;2;3;1;2;1;1;1;5;3;5;5;5;5;;;;;3;3;4;5;2;1;4;2;2;1;1;4;2;2;3;3;3
102;1;2;1;5;72;7;1;1;5;2;4;1;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;3;7;1;2;1;1;1;2;1;3;3;50;2;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;72;7;5;1;0;0;4;1;6;2;6;1;1;1;1;;;;5;5;6;4;6;2;;;;;2;2;5;5;4;2;4;2;1;1;1;4;3;2;2;4;4
103;1;3;2;9;39;3;3;6;8;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;15;1;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;3;3;4;;;;;1;39;3;3;3;0;0;4;1;5;2;2;1;;;;;;;;;;;;;3;;;5;2;3;5;5;3;1;2;1;1;1;1;4;1;2;4;3;2
104;1;1;2;10;45;2;1;7;7;6;3;10;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;1;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;1;1;1;;;;;1;45;2;3;1;0;1;4;1;1;1;6;1;;;;;;;;;;;;;5;;;5;2;2;5;5;2;1;1;1;1;1;1;4;2;2;3;3;3
105;1;1;2;5;31;10;4;6;8;3;1;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;6;6;6;6;1;1;6;0;;;;;;0;3;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;31;10;6;4;1;3;3;1;1;1;1;2;;;;;;;;;;;;;5;;;5;2;2;5;5;3;1;3;1;1;1;1;4;2;2;3;4;4
106;1;1;1;6;44;7;2;1;4;3;3;5;10;2;;2;2;;1;2;;1;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;1;6;75;1;2;;;;3;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;3;3;5;;;1;44;7;5;5;3;0;5;1;2;2;1;1;;;;1;1;1;4;3;2;3;5;2;;;;;2;2;4;3;2;1;2;1;1;1;1;4;2;1;3;4;4
107;1;1;2;1;35;8;2;8;8;1;1;7;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;1;2;1;1;1;3;0;;;;;;0;1;2;4;2;2;3;2;2;2;2;2;3;3;3;3;3;;;;;1;35;8;10;3;0;0;4;2;3;3;2;3;;;;;;;;;;;;;6;;2;2;2;2;4;5;3;3;3;2;1;2;1;4;2;2;3;3;3
108;1;1;2;10;33;9;4;6;8;3;1;6;7;2;;2;3;;2;1;37.5;2;2;2;1;1;2;2;2;2;2;2;9;1;4;1;1;1;1;1;1;1;60;1;2;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;3;4;;;;;1;33;9;5;2;0;1;5;1;5;1;2;3;;;;;;;;;;;;;5;;;5;1;1;5;3;1;1;2;1;1;1;1;4;1;1;4;4;4
109;1;1;2;5;1;11;1;4;5;3;1;3;2;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;2;2;1;1;1;1;1;6;0;;;;;;0;3;2;4;2;2;2;2;2;2;2;2;4;4;4;4;3;2;;;;1;1;11;5;4;2;0;4;1;1;1;1;1;;;;;;;;;;;;;5;5;;5;2;2;5;5;3;2;3;2;1;1;1;4;1;3;3;2;2
110;1;1;1;10;66;10;4;1;5;3;3;10;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;4;1;1;1;1;6;60;1;;;;;3;3;;1;2;2;2;2;2;1;2;2;4;4;4;4;4;6;;;;1;66;10;8;3;1;0;5;1;1;1;1;1;;;;3;3;3;5;3;2;5;5;5;;;;;5;3;5;5;3;1;2;3;1;1;1;3;3;3;2;3;3
111;1;1;1;10;33;9;4;7;7;3;6;1;5;2;;2;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;9;1;3;1;2;1;1;1;2;2;0;;;;;;2;3;;4;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;33;9;6;2;0;2;4;1;1;2;1;2;;;;;;;;;;;;;3;;;5;3;3;6;5;3;2;3;1;1;1;1;4;1;1;4;4;4
112;1;1;1;10;85;7;3;7;7;2;1;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;1;2;60;1;2;;;;3;3;;4;2;3;2;2;2;2;2;2;3;3;4;4;3;;;;;1;85;7;5;3;0;0;6;1;1;2;3;2;;;;;;;;;;;;;5;;;3;3;2;5;3;3;1;3;1;1;1;1;4;2;1;4;4;4
113;1;1;2;10;69;11;4;7;7;3;8;6;10;1;6;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;10;1;4;2;2;1;1;1;1;2;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;69;11;5;2;0;2;6;3;1;2;2;1;;;;;;;;;;;;;5;;;6;2;2;5;5;3;1;2;1;1;1;1;4;2;2;3;4;4
114;1;1;1;6;88;6;3;1;4;3;5;6;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;1;1;1;1;2;4;0;;;;;;0;3;;4;2;2;2;2;2;1;2;2;4;3;4;4;3;6;;;;1;88;6;7;4;2;0;5;3;3;2;2;3;;;;1;3;1;6;5;2;5;5;5;;;;;1;1;5;3;4;2;2;2;2;2;2;4;2;2;2;3;3
115;1;1;1;5;44;7;1;1;3;3;1;2;3;2;;4;2;;1;2;;1;2;1;1;1;1;2;2;2;1;2;7;2;3;3;2;4;2;2;2;4;120;1;;;;;100;2;;4;2;2;2;2;2;2;2;2;4;3;4;2;3;3;;;;1;44;7;8;4;2;0;5;2;3;2;1;2;;;;1;1;1;1;5;5;1;1;1;;;;;3;2;2;3;2;1;3;1;1;1;1;4;2;1;3;4;3
116;1;3;2;7;13;12;4;5;8;3;1;9;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;1;90;3;;;;;3;5;2;4;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;;1;13;12;6;4;0;0;5;1;1;1;1;1;;;;;;;;;;;;;5;;;5;3;3;4;1;2;1;3;1;1;1;1;4;1;1;3;3;3
117;1;1;2;9;17;9;4;7;7;3;8;4;3;2;;2;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;7;1;6;1;1;1;1;1;1;2;0;;;;;;0;4;2;4;2;2;2;2;2;2;2;2;3;3;3;1;4;;;;;1;17;9;8;1;0;0;6;1;1;3;1;1;;;;;;;;;;;;;5;;;4;3;2;5;5;2;1;3;1;1;1;1;4;1;2;3;4;3
118;1;1;1;4;27;4;1;1;5;2;3;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;7;2;3;2;1;6;1;1;1;1;480;4;;;;;50;2;;4;2;2;2;2;2;2;2;2;4;4;4;3;4;1;;;;1;27;4;4;2;0;0;4;1;1;2;1;1;1;1;1;;;;5;5;5;5;5;5;;;;;3;3;5;5;1;1;3;1;1;1;1;4;1;1;3;3;3
119;1;1;2;3;1;11;1;1;3;1;1;2;5;2;;2;1;;2;2;;2;2;2;2;1;2;2;2;2;2;2;6;1;6;1;1;2;1;1;2;6;60;1;;;;;0;4;2;4;2;2;2;2;2;2;2;2;4;4;4;3;3;3;;;;1;1;11;5;2;1;0;6;1;4;2;3;1;;;;3;3;3;1;5;5;1;5;5;;;;;2;1;3;5;4;1;4;1;1;1;1;4;1;2;4;3;3
120;1;1;1;7;50;4;3;1;4;1;1;8;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;3;2;1;1;1;2;3;180;1;2;3;;;2;2;;1;2;2;2;2;2;2;2;2;4;3;4;4;4;4;;;;1;50;4;3;1;0;0;3;1;5;2;5;2;;;;3;3;3;4;3;5;5;5;5;;;;;2;2;4;5;3;2;4;1;1;1;1;4;2;2;4;3;3
121;1;1;1;9;34;10;3;7;7;3;1;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;60;1;2;;;;0;3;;4;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;34;10;4;2;0;0;4;2;2;2;3;3;;;;;;;;;;;;;2;;;3;2;2;4;3;2;2;2;2;2;2;2;4;2;2;3;3;3
122;1;1;2;10;83;12;4;7;7;3;8;1;9;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;2;1;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;;1;83;12;7;2;0;0;3;1;1;2;1;2;;;;;;;;;;;;;3;;;2;3;3;6;5;3;1;2;1;1;1;1;3;2;2;3;3;3
123;1;1;2;5;42;11;3;1;4;3;1;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;2;1;1;2;2;0;;;;;;0;4;2;4;2;2;2;2;2;2;2;2;3;3;3;3;2;3;;;;1;42;11;5;3;1;0;6;1;6;1;3;1;;;;1;1;3;1;5;5;5;5;5;;;;;2;2;5;5;4;1;4;1;1;1;1;4;2;2;4;3;3
124;1;2;2;8;3;11;1;1;5;3;2;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;0;;;;;;0;5;2;4;2;2;2;2;2;2;2;2;2;2;1;2;3;5;;;;1;3;11;4;2;0;1;2;1;5;1;1;4;;;;3;1;3;5;5;5;5;5;5;;;;;4;3;4;5;2;4;4;1;1;1;1;4;1;1;3;4;4
