SERIAL;JOURV7;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D60A;D60;D61;D62_0;D62_1;D62_2;D63;ALEAD65;D65;D66;ALEAD70;D70;D71;D67;D68_0;D68_1;D68_2;D68_3;D68_4;D68_5;D68_6;D68_7;D68_8;D69_0;D69_1;D69_2;D69_3;D69_4;D69_5;D69_6;D69_7
4384;3;1;2;6;11;10;1;5;8;3;4;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;4;4;3;2;4;90;3;;;;2;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;11;10;5;5;2;0;4;;5;2;1;2;1;1;2;2;;3;1;4;;2;1;1;1;2;1;2;1;1;2;4;4;5;4;4;4;4;4
4385;3;3;2;9;24;9;3;2;4;3;6;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;3;2;6;1;3;4;2;1;1;1;2;2;390;3;;40;82;1;8;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;24;9;5;2;0;0;6;4;4;2;1;2;3;3;2;2;;3;2;;2;2;2;3;2;3;2;3;2;2;3;3;3;2;2;2;3;2;4
4386;3;1;2;8;7;11;2;6;8;3;2;10;8;1;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;2;2;65;1;;;;0;4;0;5;2;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;7;11;7;2;0;0;4;;6;1;1;2;3;2;2;1;3;;2;;5;2;2;2;2;3;2;3;2;3;2;2;3;2;2;2;1;3;2
4387;3;1;1;6;64;9;4;5;8;1;3;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;6;2;1;1;1;2;2;2;600;6;;30;;4;0;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;64;9;2;1;0;0;5;1;6;2;1;2;4;3;2;1;3;;1;2;;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5
4388;3;2;1;10;13;12;4;7;7;3;1;6;7;2;;2;3;;2;2;;2;2;2;2;2;3;2;2;3;2;2;4;1;1;1;1;2;1;2;2;3;60;3;;55;;0;5;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;13;12;4;2;0;0;2;;2;1;1;1;3;3;1;1;3;;1;2;;2;1;1;2;2;2;2;2;2;3;2;4;2;1;2;2;2;2
4389;3;2;1;2;61;4;1;1;6;1;9;2;6;1;1;;1;;1;1;0.0;1;1;2;2;2;3;2;2;1;3;2;8;1;4;4;4;2;2;3;1;3;125;4;;;;1;1;1;5;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;61;4;;1;0;0;6;5;4;2;1;3;3;3;2;1;1;;1;1;;1;3;3;3;4;3;3;2;3;1;2;2;3;2;4;2;3;2
4390;3;1;2;10;57;6;2;7;7;5;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;1;1;1;2;2;210;1;35;;;0;4;0;2;2;2;2;2;2;2;2;2;2;3;2;3;2;;;;;1;57;6;3;1;0;0;3;;4;2;1;2;3;2;2;1;2;;1;1;;2;1;1;2;3;3;3;1;2;3;1;1;1;1;1;1;2;2
4391;3;1;1;7;83;12;4;3;2;3;1;10;2;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;3;6;6;2;4;3;3;4;600;4;;50;35;5;1;0;4;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;83;12;5;4;0;0;2;;5;2;1;2;2;1;2;2;;2;1;3;;2;2;2;3;3;3;3;2;2;3;3;2;2;2;1;3;5;4
4392;3;1;1;10;91;1;1;7;7;5;8;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;3;4;4;2;1;1;3;2;1;60;0;;;;0;1;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;91;1;1;1;0;1;5;1;3;1;1;1;4;4;1;2;;3;1;1;;1;1;2;2;3;2;3;3;4;3;1;3;2;1;1;2;1;3
4393;3;3;2;4;75;1;5;4;2;1;6;9;2;1;5;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;4;6;3;4;4;2;3;3;195;15;;35;31;20;0;17;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;75;1;1;1;0;0;5;5;5;2;1;3;2;1;2;1;3;;2;;4;2;1;3;3;3;3;3;1;2;3;4;4;4;2;2;3;5;5
4394;3;2;2;10;75;1;5;7;7;6;2;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;240;3;;50;50;2;1;0;2;2;2;2;1;2;2;2;2;2;3;3;4;3;;;;;1;75;1;4;3;0;0;6;4;6;1;1;2;3;3;1;1;2;;1;3;;2;1;3;3;4;3;3;3;4;4;2;2;2;2;1;2;2;2
4395;3;2;2;9;13;12;4;7;7;3;8;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;2;1;1;1;1;2;2;105;3;;;;2;4;0;2;2;2;2;2;3;3;2;2;2;4;4;4;4;;;;;1;13;12;5;2;0;1;5;1;4;2;1;2;3;3;2;2;;3;2;;5;2;2;3;2;3;3;2;2;3;3;2;4;3;2;5;3;2;2
4396;3;3;1;10;6;12;4;7;7;5;6;5;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;1;1;1;1;1;4;3;240;10;;13;58;7;5;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;6;12;2;1;0;0;3;;2;2;1;3;2;3;2;2;;3;2;;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
4397;3;1;2;10;72;7;1;7;7;3;1;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;1;90;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;72;7;5;2;0;1;3;;3;1;1;1;4;2;2;2;;3;1;5;;2;2;2;2;4;2;4;2;2;3;3;4;2;2;4;5;3;2
4398;3;1;2;5;43;11;2;1;4;3;3;8;4;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;2;1;0;0;;;;1;1;4;5;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;43;11;;4;4;0;5;3;6;1;1;2;3;3;2;1;3;;1;5;;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
4399;3;1;2;5;16;9;2;5;8;1;10;1;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;2;2;1;2;2;1;15;3;;;;5;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;16;9;2;3;0;2;2;;2;1;2;2;1;3;1;1;3;;1;4;;2;2;2;2;3;4;2;2;3;4;4;3;2;3;2;3;3;3
4400;3;3;2;10;13;12;4;7;7;6;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;90;1;30;;;0;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;13;12;3;1;0;0;5;1;6;2;1;2;3;2;2;1;3;;2;;1;2;4;3;4;4;4;4;4;4;4;1;2;1;1;1;1;1;2
4401;3;2;1;2;17;9;3;4;8;1;8;5;1;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;10;1;6;1;1;1;1;1;1;6;90;5;;31;31;1;0;0;2;;2;2;2;2;2;2;2;2;3;1;1;1;;;;;1;17;9;5;3;0;0;3;;2;2;1;1;4;2;1;2;;3;1;4;;2;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5
4402;3;1;2;1;59;5;1;8;8;1;10;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;4;1;3;6;1;2;4;90;10;;;;0;1;0;2;2;2;2;2;2;2;2;2;2;2;3;3;4;;;;;1;59;5;10;4;0;0;5;5;6;1;1;2;3;1;2;1;3;;2;;4;2;1;3;3;4;3;3;2;3;4;4;4;5;2;5;3;4;5
4403;3;1;1;7;84;12;1;1;4;7;8;4;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;3;3;2;4;2;2;2;4;50;7;;40;40;7;0;1;2;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;84;12;5;3;1;0;4;;2;1;1;2;3;2;2;2;;3;1;3;;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;4;3;3
4404;3;1;2;2;95;1;5;8;8;1;8;5;4;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;3;3;1;30;4;;30;19;1;0;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;95;1;2;2;0;0;6;2;6;2;1;1;3;2;2;1;3;;2;;2;2;3;3;3;4;3;3;2;2;3;3;3;2;2;4;2;4;1
4405;3;1;1;9;15;11;1;7;7;5;4;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;4;4;3;1;2;1;7;3;0;1;39;;;2;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;15;11;4;2;0;0;4;;2;2;1;3;3;1;2;1;2;;1;4;;1;1;5;2;2;1;2;2;3;2;1;2;1;1;1;4;4;2
4406;3;1;1;9;13;12;2;7;7;3;9;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;3;3;3;3;2;2;3;2;0;1;53;;;0;5;0;3;;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;13;12;5;2;0;0;4;;5;2;1;2;3;3;1;2;;3;1;2;;2;2;2;3;2;2;2;2;3;3;2;2;2;2;2;4;5;3
4407;3;2;2;6;44;7;2;1;4;3;2;7;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;4;4;1;1;1;2;2;630;2;;50;;1;0;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;1;;;;1;44;7;5;4;1;0;5;4;6;1;1;1;4;2;2;2;;3;2;;3;2;2;3;3;3;2;3;2;3;3;3;4;3;2;2;2;3;5
4408;3;2;2;1;77;1;5;1;1;3;3;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;3;2;1;1;2;1;1;0;0;;;;1;0;0;2;2;2;2;2;2;2;2;2;2;3;2;2;1;1;;;;2;91;1;2;2;0;0;6;1;4;2;1;2;1;2;2;1;2;;1;2;;2;1;2;2;2;2;2;2;2;2;5;4;4;3;5;4;5;5
4409;3;1;1;10;92;1;5;7;7;3;1;6;9;1;5;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;7;2;3;2;4;1;1;1;2;3;0;0;;;;0;0;0;4;;1;2;1;2;2;1;2;2;4;4;4;4;;;;;1;92;1;4;2;0;2;6;1;4;2;1;1;3;2;2;2;;1;2;;2;2;2;2;2;3;3;3;2;2;4;2;2;1;1;2;2;1;4
4410;3;1;2;1;75;1;5;8;8;3;8;6;1;1;3;;3;;2;2;;2;2;2;1;1;2;2;2;1;2;2;7;2;2;1;3;1;1;2;2;2;120;5;;60;;1;1;0;3;2;2;2;2;2;2;1;2;2;2;1;1;3;;;;;1;75;1;3;3;1;0;6;4;4;2;1;2;2;2;2;1;3;;1;2;;2;2;2;3;3;3;4;2;3;4;5;3;4;2;2;1;2;2
4411;3;1;1;9;75;1;5;1;4;1;5;6;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;2;3;1;3;2;2;60;1;56;;;1;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;1;1;1;0;5;1;6;1;2;4;2;3;1;2;;3;2;;4;1;1;2;4;3;3;2;2;3;4;2;3;2;1;2;2;4;3
4412;3;2;1;6;65;10;3;1;4;1;4;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;4;1;1;1;2;3;420;1;40;;;2;3;1;3;;2;2;2;2;2;1;2;2;3;3;3;4;3;;;;1;65;10;4;1;0;0;6;2;2;1;2;2;3;3;1;2;;3;2;;1;1;2;2;2;3;2;2;3;2;2;4;4;3;4;4;4;4;3
4413;3;1;2;1;2;5;3;6;8;2;4;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;6;6;6;1;1;1;1;1;20;0;;;;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;3;;;;;1;2;5;3;3;0;0;4;;6;1;1;2;3;1;2;2;;3;2;;3;2;3;4;4;4;1;3;2;3;2;1;1;1;1;1;2;2;3
4414;3;2;1;4;29;8;2;1;6;3;5;2;10;1;2;;4;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;2;2;3;120;5;;;;10;0;50;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;29;8;10;4;2;0;4;;6;1;1;2;2;2;2;1;3;;1;3;;2;2;2;2;3;3;3;2;2;3;2;2;2;3;4;3;3;4
4415;3;1;1;10;14;4;2;7;7;3;1;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;2;1;2;1;4;2;1;60;2;;70;73;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;14;4;3;2;0;2;3;;5;1;1;1;1;1;1;2;;3;2;;3;2;1;2;2;3;3;3;2;2;3;2;2;1;3;4;4;3;1
4416;3;2;1;8;62;5;1;1;4;2;7;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;2;7;1;1;1;2;2;330;0;;;;1;1;1;3;;2;2;2;3;2;2;2;2;4;3;3;4;3;;;;1;62;5;6;4;2;0;6;1;6;2;1;2;2;1;1;2;;3;2;;4;2;2;3;3;4;2;3;2;4;2;1;2;1;1;1;1;1;3
4417;3;1;1;8;18;2;1;1;6;3;8;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;4;2;1;1;3;2;120;4;;40;59;1;1;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;18;2;6;2;0;0;3;;3;1;1;2;3;3;1;2;;3;2;;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;2
4418;3;2;1;4;22;8;3;1;6;1;7;8;4;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;3;4;4;3;2;3;4;3;660;6;;;;2;2;7;3;;2;2;2;2;2;2;2;2;3;4;4;4;1;;;;1;22;8;5;1;0;0;4;;6;1;1;1;4;3;1;2;;3;2;;4;2;1;2;3;3;2;3;2;1;3;4;4;4;3;4;5;4;4
4419;3;2;2;3;77;1;5;6;8;7;2;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;2;1;180;0;;;;0;0;0;5;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;77;1;4;5;3;0;5;5;2;2;1;2;2;1;2;1;3;;1;4;;2;2;3;3;3;3;3;3;3;3;1;1;1;1;2;1;1;1
4420;3;1;2;10;42;11;3;7;7;1;3;1;4;2;;4;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;2;2;2;120;3;;18;84;2;3;0;2;2;2;2;2;2;2;2;1;2;3;3;3;3;;;;;1;42;11;6;1;0;0;2;;3;2;1;1;4;2;2;1;3;;1;1;;2;1;2;2;2;2;2;2;1;2;1;3;2;1;2;2;2;2
4421;3;3;2;10;49;7;2;7;7;3;3;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;90;2;;60;60;1;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;49;7;5;2;0;0;2;;6;1;1;2;3;2;2;1;2;;2;;3;2;2;3;2;3;4;4;2;3;4;2;2;2;1;2;1;3;2
4422;3;1;1;6;63;11;1;2;6;1;3;2;5;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;3;3;4;3;2;2;1;2;3;120;2;;43;41;1;2;0;2;;2;2;2;2;2;2;3;2;3;3;4;3;5;;;;1;63;11;3;1;0;0;3;;2;1;1;2;2;1;2;1;3;;1;4;;2;1;3;2;3;3;3;2;3;2;3;4;3;3;3;2;3;3
4423;3;2;2;6;92;1;5;2;4;3;4;2;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;90;5;;50;46;0;0;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;92;1;6;5;3;0;6;4;3;2;1;2;3;3;2;1;3;;1;3;;2;3;2;2;3;2;2;2;2;3;4;4;2;3;4;3;2;2
4424;3;1;1;10;42;11;1;7;7;3;8;10;9;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;4;5;1;1;1;2;4;240;4;;65;67;4;0;0;3;;1;2;2;2;3;1;2;2;3;3;4;4;;;;;1;42;11;4;2;0;2;2;;2;2;1;1;3;2;2;1;3;;1;2;;2;2;2;2;3;2;3;3;3;3;6;6;6;6;6;6;6;6
4425;3;1;2;7;35;8;2;2;4;3;3;8;2;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;6;2;2;1;1;1;1;1;2;2;60;5;;45;2;2;2;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;2;35;8;9;4;2;0;6;5;2;2;1;3;3;1;1;2;;3;2;;4;2;1;2;2;2;2;2;2;2;2;1;4;2;2;2;1;2;1
4426;3;2;1;9;61;4;3;7;7;5;6;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;2;279;0;;;;2;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;61;4;3;1;0;0;4;;6;1;1;4;2;1;2;2;;2;2;;4;2;3;3;3;3;3;3;3;4;3;2;3;3;3;1;2;4;1
4427;3;1;1;10;7;11;3;7;7;3;8;1;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;5;2;2;2;1;2;3;210;2;;72;80;2;0;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;7;11;6;2;0;2;5;4;1;1;2;2;2;2;1;1;2;;1;3;;1;2;3;2;3;2;2;2;2;2;2;2;2;2;1;2;2;2
4428;3;1;1;5;52;6;1;1;4;3;7;2;6;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;4;2;4;1;3;2;1;2;2;5;540;1;28;;;0;0;1;3;;2;2;2;2;2;2;2;2;4;3;1;3;1;3;;;2;52;6;5;4;2;0;5;1;6;1;2;2;3;2;1;2;;3;1;3;;1;2;2;2;2;2;2;2;2;2;3;3;4;2;2;1;3;5
4429;3;3;2;10;33;9;3;7;7;5;9;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;60;3;;68;68;0;0;0;3;3;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;33;9;4;1;0;0;7;;6;1;1;2;3;2;1;1;3;;1;4;;2;2;4;4;4;4;4;4;4;4;2;2;1;1;1;1;1;1
4430;3;1;2;6;23;9;1;3;2;3;2;1;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;2;3;3;660;6;;42;50;1;1;5;4;2;2;2;2;2;2;1;2;3;2;2;3;3;1;;;;1;23;9;6;3;0;0;5;2;6;2;1;2;3;3;1;2;;3;2;;2;2;2;2;3;3;2;2;2;2;3;2;3;2;2;2;3;2;3
4431;3;1;1;7;18;2;3;7;7;4;5;6;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;4;4;4;1;1;1;1;1;4;0;2;;70;70;0;0;0;2;;2;2;2;2;2;2;1;2;4;4;4;4;;;;;1;18;2;5;3;0;2;4;;5;1;1;2;2;2;1;2;;3;2;;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4
4432;3;2;2;3;1;11;2;6;8;3;1;2;3;2;;2;3;;2;1;38.5;2;2;2;1;1;2;2;1;2;2;1;8;1;6;2;1;1;1;1;2;1;15;0;;;;0;0;0;2;2;2;2;1;2;2;2;1;2;3;3;3;3;;;;;1;1;11;5;2;0;0;4;;6;1;1;4;3;4;2;2;;3;2;;3;2;2;3;4;3;2;3;3;4;3;2;5;1;1;2;2;2;1
4433;3;1;1;8;79;9;2;1;6;1;6;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;7;2;2;2;1;1;2;2;3;2;60;0;;;;1;1;30;2;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;79;9;3;1;0;0;4;;3;1;2;2;3;2;1;1;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2
4434;3;1;2;9;17;9;1;5;8;3;4;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;1;1;2;2;2;1;2;1;100;3;;;65;1;1;0;4;2;2;2;2;2;2;1;1;1;4;4;4;4;;;;;1;17;9;6;2;0;0;3;;2;2;1;1;3;2;1;2;;3;2;;4;2;2;1;3;4;2;4;3;3;4;2;1;2;1;5;2;1;2
4435;3;2;2;6;1;11;1;1;4;3;3;4;7;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;7;1;2;1;1;2;1;2;2;4;30;2;;30;30;1;1;0;3;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;1;11;8;4;0;0;5;4;2;2;1;2;4;4;2;1;3;;1;3;;2;1;2;2;2;2;2;3;2;1;3;2;5;3;5;2;4;5
4436;3;1;1;9;46;10;2;7;7;3;8;6;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;2;1;1;1;1;2;3;120;2;;50;60;2;7;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;46;10;4;2;0;0;4;;5;2;2;2;3;1;2;2;;3;2;;1;1;1;2;3;3;3;3;1;2;4;4;3;2;2;2;3;4;4
4437;3;2;1;9;75;1;5;3;2;3;4;8;3;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;1;1;2;60;0;;;;0;1;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;75;1;3;2;0;0;6;1;6;1;1;3;2;2;2;1;3;;1;2;;2;2;2;2;3;2;3;2;2;3;2;2;2;2;3;2;3;2
4438;3;1;1;6;68;6;3;5;8;1;4;5;1;2;;2;2;;2;2;;2;2;2;1;1;2;2;2;2;2;2;6;2;5;5;5;3;1;1;2;5;25;5;;32;47;2;1;0;2;;2;2;1;2;2;2;2;2;3;3;3;3;;;;;1;68;6;1;1;0;0;4;;1;1;2;1;2;3;2;2;;3;2;;4;2;1;1;1;1;1;1;1;1;1;5;5;5;2;3;4;2;3
4439;3;2;1;6;18;2;3;1;4;3;5;6;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;1;2;2;0;0;;;;1;1;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;18;2;9;2;2;0;6;4;2;2;2;2;4;2;1;2;;3;2;;3;1;1;2;2;2;2;2;2;2;2;5;5;4;5;4;4;4;3
4440;3;1;2;10;70;3;1;7;7;3;8;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;0;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;70;3;5;2;0;2;2;;6;1;1;2;3;2;2;1;3;;1;4;;2;2;2;2;2;2;2;2;2;2;3;4;3;2;1;2;3;2
4441;3;1;2;7;32;10;1;6;8;3;4;2;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;1;1;2;1;1;2;3;0;0;;;;0;0;0;1;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;32;10;6;4;0;0;6;3;6;1;1;1;4;3;1;2;;3;2;;2;1;1;1;2;2;1;1;1;2;1;4;5;4;2;4;3;5;3
4442;3;1;2;7;91;1;5;5;8;2;10;9;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;120;1;;;;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;91;1;5;4;2;0;6;3;6;1;1;1;4;4;1;2;;3;2;;5;2;1;3;4;4;4;4;1;4;3;1;1;1;1;1;1;1;1
4443;3;1;1;8;77;1;5;1;4;3;9;8;10;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;1;120;4;;40;30;0;0;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;77;1;6;4;1;0;6;1;5;2;1;1;4;2;1;1;3;;1;4;;2;1;2;2;4;3;3;1;2;3;1;2;1;1;1;2;2;1
4444;3;1;2;9;60;5;1;1;4;6;6;5;4;2;;2;3;;2;1;0.0;2;2;1;2;2;2;2;2;2;2;2;4;2;3;3;1;1;1;2;5;2;720;30;;;;30;3;30;2;2;2;2;2;2;2;2;1;2;4;4;4;4;1;;;;1;60;5;1;1;0;0;4;;3;2;1;2;3;2;1;2;;3;1;4;;2;2;3;3;4;3;4;3;4;3;2;5;2;2;1;5;2;2
4445;3;1;1;7;93;1;5;1;4;3;1;2;9;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;5;1;4;1;1;6;4;660;3;;32;32;0;0;80;2;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;93;1;7;4;1;0;3;;6;1;2;2;3;2;1;2;;3;2;;4;2;2;2;3;4;2;3;2;2;3;2;5;4;1;2;2;3;5
4446;3;1;2;10;95;1;5;7;7;3;4;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;2;2;2;180;3;;;;0;1;0;2;2;2;2;2;2;2;1;2;2;3;4;4;4;;;;;1;95;1;5;4;1;2;4;;3;1;2;2;3;2;2;2;;3;2;;2;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;3;3;1
4447;3;1;2;7;5;12;2;5;8;2;8;1;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;2;15;0;;;;0;1;0;3;2;2;2;2;2;2;1;2;2;4;3;4;4;;;;;1;5;12;5;2;0;0;5;3;6;2;1;1;3;3;1;1;3;;1;3;;2;1;1;1;2;3;1;1;2;2;1;3;3;1;1;3;5;3
