SERIAL;JOURV6;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D52_0;D52_1;D52_2;D52_3;D52_4;D52_5;D52_6;D53_0;D53_1;D53_2;D53_3;D53_4;D53_5;D53_6;D54_0;D54_1;D54_2;D54_3;D54_4;D54_5;D54_6;D55_0;D55_1;D55_2;D55_3;D55_4;D56_0;D56_1;D56_2;D56_3;D56_4;D56_5;D56_6;D57_0;D57_1;D57_2;D57_3;D57_4;D58_0;D58_1;D58_2;D58_3;D58_4;D59_0;D59_1;D59_2;D59_3;D59_4
54;1;2;2;6;15;11;1;2;5;3;2;5;3;3;;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;3;1;1;1;1;2;1;270;1;;;;;4;3;0;0;4;2;2;2;2;2;2;1;2;2;3;2;4;1;3;1;;;;1;15;11;4;2;0;0;3;;5;5;10;9;10;5;2;;;2;3;2;;;;;3;2;2;;;2;1;2;4;3;4;3;2;1;4;1;1;3;2;2;1;3;4;3;3;3;3;1;1;2;3;1
55;1;2;2;4;56;8;1;1;5;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;30;2;;;;;0;0;0;10;4;2;2;2;2;2;2;2;2;2;2;1;2;3;2;1;;;;1;56;8;6;6;3;0;3;;8;8;8;8;8;8;8;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;2;1;4;1;3;1;1;1;1;2;3;3;3;3;3;2;2;3;3;3
56;1;1;2;7;64;9;4;1;4;3;8;1;2;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;1;1;6;1;675;1;4;;;;40;0;0;5;2;2;2;2;2;2;2;2;2;2;4;1;4;4;1;1;;;;1;64;9;7;3;0;3;6;3;2;2;9;9;1;1;1;;;3;5;;;;;;2;2;;;;2;4;3;1;4;3;1;4;1;4;2;1;3;1;3;2;2;2;2;2;3;2;3;3;3;4;4
57;1;2;2;4;13;12;4;1;3;2;2;1;6;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;3;2;7;1;5;4;5;2;4;1;2;4;120;2;;;;;9;1;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;3;;;;1;13;12;3;2;0;0;6;1;9;6;2;10;10;4;0;2;3;;1;3;;;2;3;;2;3;;;3;3;3;2;3;2;4;4;5;2;4;4;3;2;3;3;2;3;3;2;2;2;1;2;3;3;3
58;1;1;2;3;78;1;5;1;3;3;5;4;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;1;60;3;;;;;5;0;0;0;4;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;1;78;1;4;2;0;0;6;4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;3;4;1;3;2;3;5;2;1;2;2;3;2;2;2;2;2;2;3;3;2;3;3;3;4;4
59;1;1;2;6;62;5;4;3;2;3;1;2;8;2;;3;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;6;1;1;1;1;2;1;15;5;;;;;2;0;0;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;1;6;;;;1;62;5;8;5;3;0;5;2;0;0;6;10;10;10;0;;;2;2;1;1;;;;2;1;1;1;;2;1;1;3;3;5;4;2;3;5;3;3;3;1;1;2;1;4;3;3;3;2;1;1;2;3;2
60;1;1;1;8;29;8;3;7;7;1;3;6;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;4;1;1;1;2;4;120;1;2;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;29;8;3;2;0;0;2;;8;9;10;9;10;7;8;2;1;1;1;1;2;2;1;2;1;1;1;2;2;4;3;4;3;3;2;1;3;1;1;2;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3
61;1;1;2;6;46;10;1;2;5;1;3;1;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;1;2;60;2;;;;;2;0;2;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;3;1;;;;1;46;10;;2;1;0;5;5;8;4;1;8;10;10;2;1;;;3;1;1;;1;;;3;1;1;;3;4;1;1;2;3;2;1;2;4;2;4;2;3;2;1;2;4;2;1;1;3;3;2;3;3;1
62;1;2;2;5;56;8;1;1;5;3;1;6;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;3;1;1;1;1;1;2;2;360;1;5;;;;3;2;3;0;4;2;2;2;2;2;2;2;2;2;4;4;3;3;2;3;5;;;1;56;8;5;4;1;0;5;5;8;0;7;4;8;3;2;5;;5;;3;;;2;;2;;2;;;5;5;5;5;3;5;5;5;5;5;5;5;3;2;3;3;3;2;2;2;2;2;3;3;3;3;3
63;1;2;2;5;95;1;5;1;3;4;8;1;7;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;3;2;9;2;1;2;1;2;1;1;2;4;90;1;;;;;15;1;3;0;2;2;2;2;2;3;2;2;3;2;3;2;1;3;2;3;;;;1;95;1;3;3;2;0;6;4;5;3;2;7;7;2;3;;;;2;3;;;;;;2;2;;;2;1;2;1;3;5;4;4;5;5;5;4;2;1;2;2;2;3;2;2;3;3;2;2;2;3;3
64;1;2;1;7;56;8;4;2;5;1;4;3;8;2;;2;2;;2;2;;2;2;2;2;2;2;2;1;2;2;2;7;1;2;1;1;1;1;1;2;6;60;1;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;4;3;3;3;4;5;;;;1;56;8;1;1;0;0;5;4;7;0;0;0;3;0;0;4;;;;;;;4;;;;;;;1;2;4;1;3;5;2;1;2;4;4;4;1;1;1;1;2;1;1;1;1;1;4;3;4;1;1
65;1;2;2;1;71;3;2;8;8;1;5;10;7;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;3;4;2;1;1;2;5;180;1;2;;;;3;1;1;0;2;2;2;2;2;2;2;2;2;2;3;4;4;3;1;;;;;1;71;3;5;2;0;0;6;5;6;0;5;3;8;2;4;1;;;;2;;;1;;;;2;;;3;2;2;1;2;5;4;4;5;2;5;1;2;1;2;1;1;3;1;1;2;2;2;3;4;3;3
66;1;2;1;2;31;10;4;1;4;2;3;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;2;1;1;2;1;480;4;;;;;15;0;0;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;31;10;3;2;0;0;5;1;6;0;3;7;4;3;0;4;;;4;;;;4;;;4;;;;2;2;2;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;3;3;3;2;4;4;4;4;2
67;1;1;2;4;2;5;1;3;1;1;1;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;1;3;1;2;1;2;2;1;210;1;;;;;10;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;3;2;;;;1;2;5;5;1;0;0;6;4;0;0;0;3;1;0;0;;;;;;;;;;;;;;;2;3;2;1;2;5;2;5;2;4;5;5;2;2;2;2;2;2;3;1;3;3;3;3;4;2;2
68;1;1;1;2;32;10;1;1;6;1;7;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;2;1;3;6;4;450;2;4;5;;;1;4;0;0;2;;2;2;2;2;2;2;2;2;3;4;4;4;3;1;;;;1;32;10;12;6;1;0;4;;7;2;6;9;9;8;1;3;;3;2;3;1;;1;;1;1;1;1;;3;3;2;3;3;2;3;4;3;2;5;5;1;3;2;1;2;2;2;2;2;1;1;4;4;4;4
69;1;1;2;5;92;1;5;1;3;2;1;8;2;3;;;3;;2;1;0.0;2;2;2;2;1;2;2;1;2;2;2;8;1;1;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;4;2;2;2;2;2;2;2;2;2;2;3;4;3;1;3;;;;1;92;1;4;3;1;0;5;2;1;0;0;8;0;0;1;;;;2;;;;;;;2;;;;4;4;2;1;4;2;3;5;5;1;5;4;2;2;2;2;2;2;2;1;1;2;1;1;2;2;4
70;1;2;2;3;91;1;5;4;2;2;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;2;60;1;2;;;;10;0;1;0;5;2;2;2;2;2;3;2;2;2;3;2;2;4;2;2;;;;1;91;1;3;3;1;0;3;;5;4;3;5;5;5;5;;;;;;;;;;;;;;;2;2;1;1;2;5;2;5;3;4;3;5;1;3;1;1;2;3;3;3;3;3;3;3;3;2;3
71;1;2;1;6;51;6;4;1;5;2;8;2;4;2;;2;3;;1;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;3;2;5;1;1;1;2;2;240;1;2;;;;0;2;2;0;2;;2;2;2;2;2;2;2;2;4;3;3;4;3;4;;;;1;51;6;4;6;4;0;5;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;3;1;1;2;2;1;2;5;2;5;2;3;2;2;2;2;2;2;1;1;2;2;2;1;2;2
72;1;1;2;10;67;6;4;7;7;5;8;10;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;4;2;1;1;1;2;150;1;;;;;50;0;0;0;3;2;2;2;2;2;2;2;2;2;4;2;2;1;2;;;;;1;67;6;3;1;0;0;3;;4;4;0;0;5;5;1;;;;;;;;;;;;;;;2;2;2;1;2;5;4;5;3;5;5;4;1;3;1;1;2;2;2;2;2;2;2;2;3;4;3
73;1;1;2;9;64;9;2;6;8;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;2;120;1;;;;;1;0;1;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;64;9;6;2;0;0;2;;4;1;9;6;8;1;1;;;4;4;4;;;;;4;4;4;;;2;2;2;1;1;1;5;2;2;1;5;3;2;1;2;2;1;1;2;2;2;1;3;3;4;3;3
74;1;2;2;4;31;10;2;2;5;3;1;3;4;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;2;3;7;2;1;60;5;;;;;1;0;0;0;3;2;2;2;2;2;2;1;2;2;4;4;4;4;4;6;;;;1;31;10;4;5;3;0;5;4;8;0;0;5;10;9;10;3;;;;2;4;4;3;;;;3;4;4;2;2;1;1;2;4;3;1;5;5;4;4;1;2;3;2;3;3;2;2;2;3;2;2;2;1;1
75;1;1;1;5;91;1;3;1;4;3;2;4;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;3;6;6;3;1;1;1;3;6;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;91;1;7;3;1;2;5;2;3;9;10;9;9;4;9;;1;4;1;1;;1;;1;4;1;1;;4;4;1;1;2;4;1;1;4;1;4;3;1;4;4;4;4;4;4;4;4;4;1;4;1;1;1;1
76;1;1;2;3;22;8;1;1;4;7;1;8;6;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;2;2;2;2;2;1;1;2;2;180;1;3;;;;3;0;1;4;2;2;2;2;2;2;2;2;2;2;4;3;3;4;1;1;8;;;1;22;8;;4;2;0;5;3;6;0;0;7;2;0;1;3;;;3;;;;3;;;3;;;;3;3;3;2;3;4;1;5;5;4;5;2;2;2;2;2;3;2;2;2;2;2;2;3;3;4;4
77;1;2;1;3;17;9;4;1;5;1;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;2;2;1;2;1;1;1;2;1;180;5;;;;;1;1;0;1;3;;2;2;1;2;2;2;2;2;3;3;3;4;3;1;;;;2;17;9;3;2;0;0;4;;10;0;5;10;5;5;8;3;;;2;;;2;3;;;2;;;2;2;1;3;3;2;2;3;3;1;1;1;5;1;3;2;2;2;2;2;3;3;2;2;2;2;3;3
78;1;2;2;3;20;12;3;1;5;1;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;2;2;960;1;4;;;;20;0;7;2;2;2;2;2;2;2;2;2;2;2;4;3;4;3;1;1;;;;1;20;12;6;4;1;0;1;;0;0;0;0;10;0;0;;;;;2;;;;;;;1;;;1;2;1;1;1;5;4;5;4;2;5;2;2;2;2;2;2;3;2;3;3;2;2;2;1;3;1
79;1;2;2;8;92;1;5;6;8;3;10;2;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;6;6;1;6;1;6;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;92;1;6;3;0;0;3;;1;0;2;3;1;3;2;;;;;;;;;;;;;;;1;1;1;1;1;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1
80;1;1;1;7;57;6;3;4;6;1;3;4;2;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;4;2;1;1;2;3;150;1;;;;;3;3;5;0;2;;2;3;2;2;2;2;2;2;3;3;4;3;2;6;;;;1;57;6;2;1;0;0;4;;5;6;5;10;10;8;5;;3;;2;1;2;;;3;;3;2;2;;2;3;3;2;4;5;4;5;5;2;5;3;2;2;2;2;2;2;2;2;2;2;3;3;2;1;1
81;1;2;2;4;59;5;4;6;8;3;7;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;60;1;;;;;1;0;2;0;5;2;2;2;2;3;2;2;2;2;4;4;4;4;3;;;;;1;59;5;5;4;2;0;3;;6;10;9;10;5;8;9;2;1;1;1;;2;1;2;2;1;1;;1;1;3;3;4;3;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1;1;2;2;2;1;2;1
82;1;2;2;4;38;11;4;1;5;2;3;8;9;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;6;1;1;1;1;1;2;135;2;3;;;;6;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;4;4;1;3;;;;1;38;11;2;2;0;0;6;2;6;1;5;9;10;3;1;3;;;2;2;;;3;;;2;1;;;2;1;1;1;3;4;2;2;4;4;2;4;1;1;2;2;1;2;2;2;3;2;4;4;4;4;4
83;1;2;1;4;77;1;5;1;5;3;1;4;2;2;;2;2;;2;2;;2;2;2;2;1;2;2;2;2;2;2;6;2;3;2;1;2;1;4;4;2;210;1;2;;;;3;2;2;4;3;;2;2;3;2;2;2;2;2;2;3;2;2;1;1;;;;1;77;1;3;4;2;0;4;;6;2;8;7;7;8;7;2;;3;2;2;2;2;1;;2;2;2;2;2;3;3;2;2;3;3;1;1;3;3;4;5;3;3;4;2;4;2;2;2;1;2;2;2;2;2;2
84;1;2;2;1;93;1;5;2;4;1;1;9;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;10;2;1;1;1;1;1;1;1;4;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;1;2;5;;;;1;93;1;6;6;0;0;6;4;0;0;0;0;10;4;0;;;;;1;;;;;;;1;;;1;1;2;1;2;2;4;4;2;1;1;3;3;1;2;2;2;2;2;3;4;2;2;2;3;4;2
85;1;1;2;5;45;2;2;1;4;7;1;2;9;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;2;1;1;2;1;60;2;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;2;4;3;1;3;;;;1;45;2;6;4;2;0;6;4;5;1;10;10;10;10;5;;;2;1;1;1;;;;2;1;1;1;;1;1;1;1;2;3;1;2;4;4;3;4;1;3;1;1;1;3;3;2;2;3;2;2;2;3;3
86;1;1;2;9;95;1;2;7;7;3;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;2;1;1;1;3;60;1;;;;;0;0;1;0;3;2;2;2;1;2;2;2;2;2;1;1;1;2;1;;;;;1;95;1;5;2;0;0;3;;3;0;2;3;5;5;0;;;;;;;;;;;;;;;3;2;1;1;2;1;2;3;1;1;2;1;2;3;3;2;2;1;1;1;2;1;2;3;2;3;2
87;1;2;2;1;13;12;4;8;8;1;1;4;8;1;3;;3;;2;2;;2;2;2;2;1;2;2;2;1;1;2;10;1;1;1;1;4;1;2;1;1;240;2;3;;;;3;1;1;0;2;2;2;2;2;2;2;2;2;2;1;3;1;1;3;;;;;1;13;12;6;3;0;0;4;;0;10;10;10;10;10;10;;4;4;4;4;4;4;;4;4;4;4;4;4;2;2;2;2;1;3;5;5;5;4;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3
88;1;2;2;2;38;11;4;1;5;1;10;2;5;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;9;1;1;1;1;1;1;1;2;1;90;1;;;;;4;0;1;0;1;2;2;2;1;2;2;2;2;2;4;4;4;4;1;1;;;;1;38;11;6;2;0;0;6;2;0;0;10;10;0;0;0;;;1;1;;;;;;3;3;;;;1;1;1;1;4;4;2;1;4;4;1;4;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4
89;1;2;1;2;6;12;4;4;4;1;9;10;2;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;2;3;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;4;;2;2;2;2;2;2;2;2;3;2;4;2;1;5;;;;1;6;12;3;3;0;0;5;1;3;0;0;0;10;0;0;;;;;2;;;;;;;1;;;3;2;1;2;1;2;3;4;2;1;2;2;2;2;1;1;2;3;2;2;4;2;2;3;3;2;2
90;1;1;2;3;64;9;1;6;8;3;8;2;1;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;4;1;1;1;2;3;0;;;;;;0;4;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;64;9;5;5;3;0;4;;0;0;8;5;10;3;0;;;4;;2;;;;;4;;2;;;2;2;1;1;4;4;2;5;4;4;5;5;1;3;2;2;2;3;3;2;2;3;4;4;4;4;3
91;1;2;1;3;93;1;5;2;6;3;2;8;3;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;1;1;2;1;1;2;1;720;5;;;;;15;7;0;1;3;;2;2;2;2;2;2;2;2;4;3;4;1;3;4;;;;2;75;1;4;3;0;3;3;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;1;2;2;2;1;1;2;5;2;2;1;1;4;2;1;3;1;1;1;4;3;3;3;3;3
92;1;2;1;7;19;9;1;1;5;2;2;8;11;2;;3;1;;1;3;;2;2;1;1;1;2;2;2;2;2;2;8;3;2;4;4;3;1;1;5;3;925;1;;;;;2;1;1;0;2;;2;2;2;2;2;2;2;2;3;2;3;3;1;1;;;;1;19;9;5;2;0;1;3;;5;10;3;9;2;9;6;;1;;1;;3;1;;2;;1;;4;3;3;4;4;2;3;1;1;2;2;1;1;1;3;3;2;1;2;3;2;2;1;3;2;2;1;2;2
93;1;2;2;5;13;12;2;1;5;3;7;8;1;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;8;1;4;2;1;1;1;1;2;3;75;5;;;;;1;3;0;0;2;2;2;2;2;2;2;2;2;2;4;2;3;4;3;3;;;;1;13;12;5;4;2;0;4;;0;0;2;6;10;0;0;;;;4;3;;;;;;4;2;;;4;3;4;2;4;2;5;5;2;1;2;1;2;2;2;2;2;2;2;3;3;2;3;2;3;3;3
94;1;3;1;8;35;8;2;1;5;3;8;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;1;2;2;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;3;4;;;;1;35;8;4;2;0;0;4;;9;10;10;9;5;6;5;3;4;3;3;;3;;4;4;4;3;;3;;1;2;2;3;2;3;1;4;1;4;2;4;2;2;2;2;2;3;3;1;1;3;2;2;3;2;2
95;1;2;2;7;29;8;3;1;5;1;2;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;1;1;1;2;3;240;2;5;;;;5;0;1;0;4;2;2;1;2;2;2;2;2;2;2;2;3;1;1;4;;;;1;29;8;3;2;0;2;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;1;3;2;2;2;5;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3
96;1;1;1;2;27;4;2;3;2;3;1;5;2;2;;2;1;2;1;2;;2;2;2;2;2;2;2;2;1;2;2;9;1;1;1;1;2;1;1;2;2;90;1;3;;;;2;0;2;0;4;;3;2;2;2;2;2;2;2;3;3;3;3;2;2;5;;;1;27;4;4;4;2;0;4;;6;7;10;9;5;6;5;2;2;1;2;;2;;4;3;4;3;;3;;2;3;4;4;2;3;4;2;3;4;4;3;2;1;2;2;2;3;1;1;1;3;1;1;1;1;1
97;1;2;2;2;92;1;5;1;5;1;1;2;5;1;6;;3;;1;2;;2;2;2;1;1;2;1;1;3;2;2;6;3;5;3;2;1;5;2;3;2;0;;;;;;2;0;0;0;2;2;2;2;2;2;3;2;2;2;2;5;2;1;2;5;;;;1;92;1;;2;1;0;6;5;8;2;10;9;8;2;6;2;;3;2;2;;2;3;;3;1;2;;3;3;3;1;3;2;4;5;3;3;2;5;2;3;3;4;1;2;1;2;2;2;3;2;3;3;3;2
98;1;2;2;4;78;1;5;1;5;3;2;4;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;2;60;1;;;;;0;0;0;0;4;2;3;2;2;2;2;2;2;2;4;4;4;3;4;6;;;;1;78;1;5;5;3;0;3;;0;1;10;10;10;10;1;;;5;2;5;5;;;;5;2;5;5;;5;5;5;2;5;6;6;6;3;6;6;6;5;5;5;2;5;2;5;5;5;5;5;5;5;3;5
99;1;3;2;4;56;8;3;1;5;3;1;7;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;2;30;1;;;;;1;0;0;0;5;2;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;56;8;6;4;2;0;5;2;2;0;0;5;9;6;5;;;;;2;2;;;;;;2;2;;5;1;2;1;2;5;5;5;6;2;5;2;2;3;2;2;2;2;2;2;2;2;1;2;3;1;1
100;1;2;2;9;44;7;4;7;7;2;8;4;1;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;7;1;2;4;4;1;1;1;1;1;0;;;;;;0;0;0;0;4;2;2;2;3;2;2;2;2;2;2;2;2;1;1;;;;;2;94;1;3;2;0;1;5;5;2;1;8;10;9;7;0;;;2;1;1;2;;;;2;1;1;2;;3;2;2;1;3;5;4;3;5;2;5;4;2;3;1;1;2;4;4;3;3;4;2;2;2;1;4
101;1;2;2;1;72;7;4;1;5;1;1;7;11;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;330;4;;;;;20;0;0;7;3;2;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;72;7;6;5;2;0;3;;10;0;0;0;0;0;0;4;;;;;;;4;;;;;;;1;1;1;1;1;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
102;1;2;2;4;91;1;2;1;5;5;9;10;2;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;1;2;1;1;2;2;2;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;3;3;;;;1;91;1;6;1;1;0;5;5;3;0;5;5;5;0;0;;;;;;;;;;;;;;;3;2;2;2;3;2;3;5;5;5;5;5;3;2;3;2;2;3;2;2;2;3;4;3;3;3;3
103;1;1;2;6;87;9;4;1;3;1;1;10;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;3;3;1;1;2;3;180;1;;;;;2;0;0;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;87;9;4;3;1;0;6;1;5;1;8;6;10;5;1;;;4;3;3;;;;;4;4;2;;;2;1;1;1;1;3;2;1;3;4;3;4;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2
104;1;2;2;1;38;11;4;8;8;1;1;7;2;3;;;3;;2;2;;2;2;2;2;3;2;2;2;2;2;2;7;1;5;1;1;1;1;1;1;5;60;5;;;;;3;0;0;0;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;;;;;1;38;11;4;4;1;0;4;;7;6;7;7;9;6;6;2;2;3;2;1;3;2;2;3;3;4;1;2;3;3;3;2;2;2;4;2;5;4;4;3;2;1;2;1;1;1;2;1;2;1;2;2;1;3;2;2
105;1;2;1;1;53;7;2;8;8;1;8;10;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;1;1;1;1;1;0;;;;;;0;0;2;0;2;;2;2;2;2;2;2;2;2;3;4;4;4;3;;;;;1;53;7;9;4;0;0;1;;0;0;0;0;9;5;0;;;;;2;;;;;;;2;;;3;3;1;2;3;4;1;2;2;3;5;4;2;3;1;2;2;3;2;2;2;1;2;2;4;2;2
106;1;1;1;3;24;9;1;5;8;1;1;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;5;1;1;1;1;1;1;5;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;24;9;7;3;0;0;3;;0;0;0;0;1;0;0;;;;;;;;;;;;;;;3;4;4;4;4;3;3;4;3;2;3;3;2;1;2;1;2;3;2;2;2;2;4;4;4;4;4
107;1;2;1;5;37;2;4;1;3;3;1;3;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;1;2;2;9;2;1;1;1;2;1;2;2;2;480;5;;;;;6;0;0;25;4;;2;2;2;2;2;3;2;2;4;4;4;4;4;1;;;;2;45;2;4;1;0;0;6;1;7;10;7;5;5;7;7;4;4;4;;;4;4;4;4;4;;;4;4;3;3;3;3;4;5;5;5;5;1;5;5;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3
108;1;2;2;4;61;4;3;1;4;7;1;2;7;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;2;2;60;2;4;;;;20;0;1;5;2;2;2;2;2;2;2;2;2;1;4;4;4;4;4;8;;;;1;61;4;6;4;2;0;6;3;3;5;6;4;1;2;7;;;4;;;;4;;;4;;;;4;3;3;2;2;2;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
