SERIAL;JOURV5;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D42_0;D42_1;D42_2;D42_3;D42_4;D42_5;D42_6;D42_7;D42_8;D42_9;D42_10;D43;D44_0;D44_1;D44_2;D44_3;D44_4;D44_5;D45_0;D45_1;D45_2;D46Q_0;D46Q_1;D46Q_2;D46Q_3;D46Q_4;D46Q_5;D46Q_6;D46Q_7;D47Q_0;D47Q_1;D47Q_2;D47Q_3;D47Q_4;D47Q_5;D47Q_6;D47Q_7;D48;D49_0;D49_1;D49_2;D49_3;D49_4;D49_5;D49_6;D49_7;D50Q_0;D50Q_1;D50Q_2;D51Q_0;D51Q_1;D51Q_2
2626;2;1;2;8;76;4;4;6;8;3;5;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1;1;1;1;1;1;6;20;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;2;4;3;;;;;1;76;4;4;3;0;0;5;1;1;;1;1;1;1;2;1;1;1;2;3;3;2;3;3;1;2;1;1;2;5;7;7;5;6;0;8;3;4;5;6;8;5;8;6;1;4;4;2;2;4;2;4;4;;1;;;1;
2627;2;2;1;5;86;9;1;1;5;7;10;1;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;2;2;1;1;1;2;180;1;4;;;;4;0;0;10;3;;2;2;2;2;2;1;2;2;4;4;4;4;3;1;;;;1;86;9;4;2;2;0;4;3;3;1;2;2;3;2;3;3;3;3;3;3;1;2;1;2;2;1;2;4;4;7;7;8;3;5;0;7;7;6;6;7;5;5;7;5;2;2;2;5;5;5;5;5;5;8;1;3;4;2;5
2628;2;1;1;5;75;1;5;1;5;1;2;9;4;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;1;2;2;6;1;6;2;1;1;1;1;2;1;60;1;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;2;1;1;4;1;2;;;;1;75;1;1;1;0;0;4;3;3;1;1;1;1;5;5;1;3;1;2;4;3;3;1;1;1;3;2;1;1;6;8;8;3;0;2;5;0;6;3;3;6;6;8;6;2;4;4;2;4;4;2;4;4;3;2;;3;2;
2629;2;1;1;6;67;6;4;1;4;3;1;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;1;2;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;67;6;4;5;3;0;7;3;1;3;3;3;3;1;2;2;2;1;3;3;2;1;2;1;1;3;2;2;1;7;10;7;5;5;2;7;2;6;5;3;7;5;5;4;2;2;2;2;2;3;2;3;2;8;1;3;0;0;0
2630;2;1;2;7;22;8;1;4;4;4;1;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;3;6;4;1;1;1;1;1;6;0;;;;;;1;1;1;0;4;2;2;2;2;2;3;3;2;2;1;3;2;1;1;2;;;;1;22;8;4;1;0;0;4;3;2;;3;3;3;3;3;3;2;3;3;2;2;1;3;3;2;5;1;1;3;5;7;7;5;5;2;7;3;3;6;5;6;6;7;6;2;2;4;2;2;3;2;5;2;;1;2;;1;0
2631;2;1;2;2;42;11;4;1;4;2;1;4;5;1;4;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;3;2;480;4;;;;;10;0;0;20;3;1;2;2;2;2;2;2;2;2;4;3;4;4;3;1;;;;1;42;11;4;4;2;0;5;3;3;1;1;3;2;2;3;2;1;3;2;3;2;3;3;3;2;5;1;1;4;5;5;4;3;2;2;4;3;3;4;3;4;3;4;4;2;2;4;3;3;3;2;3;3;8;2;2;8;2;3
2632;2;2;1;3;35;8;2;5;8;3;7;2;3;2;;2;3;;2;2;;1;2;2;2;1;2;2;2;1;2;2;3;2;2;3;1;1;2;1;2;6;60;1;;;;;2;3;0;0;2;;2;2;1;1;1;2;2;2;3;3;3;3;1;;;;;1;35;8;4;2;1;0;5;1;5;;2;3;1;5;2;3;3;2;2;2;2;2;1;1;1;2;2;1;0;;1;0;;0;0;7;0;0;5;0;0;3;5;0;1;4;4;4;4;4;4;4;4;;1;;;1;10
2633;2;1;2;6;62;5;1;1;5;2;1;9;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;690;4;;;;;0;0;0;7;4;2;2;2;2;2;2;2;2;2;4;4;4;3;3;1;;;;1;62;5;5;4;1;0;4;3;3;2;2;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;3;3;6;6;7;7;6;5;3;;6;7;6;6;6;5;5;5;1;5;5;5;5;5;5;5;5;6;2;2;6;2;2
2634;2;2;2;10;5;12;2;3;2;3;4;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;2;2;120;1;2;;;;5;3;0;0;4;2;2;2;2;2;2;2;1;2;4;4;4;4;4;2;;;;1;5;12;7;2;0;0;5;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;2;2;7;;;;;1;2;;7;;;;;;;;2;5;3;5;2;2;2;5;5;4;2;;4;2;
2635;2;1;2;1;85;7;3;8;8;1;8;7;5;2;;4;1;2;2;2;;2;2;2;2;1;2;2;1;2;2;1;9;5;6;3;1;2;2;1;1;6;270;2;3;4;;;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;3;1;;;;;2;85;7;8;6;3;0;2;5;2;;3;5;5;5;5;5;5;3;1;3;2;2;2;2;1;3;1;2;7;9;9;9;8;8;4;5;7;8;7;3;6;5;4;6;2;2;2;2;2;2;1;2;3;;1;;;1;
2636;2;3;2;6;31;10;4;2;4;3;1;6;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;1;60;1;;;;;0;1;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;31;10;5;3;1;0;5;3;2;3;3;2;3;2;3;2;3;3;2;3;3;3;3;3;3;2;1;2;7;7;8;9;8;7;7;8;8;8;7;8;8;8;9;9;2;2;2;2;2;2;2;2;2;9;1;2;0;4;2
2637;2;1;2;8;30;10;2;1;4;1;1;6;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;3;60;1;;;;;15;0;0;0;4;2;2;2;2;2;2;1;2;2;4;4;4;4;3;3;;;;1;30;10;5;1;0;0;4;3;3;1;1;3;2;3;3;3;2;3;3;3;2;2;2;3;2;2;2;1;6;6;6;5;6;4;5;6;6;6;7;7;7;6;7;6;1;3;4;4;3;2;2;2;4;8;1;;9;1;
2638;2;1;1;7;33;9;1;1;4;3;3;5;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;3;1;2;1;1;2;3;60;1;;;;;2;0;0;0;3;;2;2;2;2;2;2;2;2;4;3;4;4;4;3;;;;1;33;9;5;3;2;0;5;3;3;2;3;3;3;3;2;3;3;2;2;3;3;3;3;3;3;5;2;2;7;7;8;8;7;7;0;5;7;7;7;7;7;4;7;3;2;2;2;2;2;2;2;2;2;8;;1;8;1;1
2639;2;1;2;4;77;1;1;4;5;2;1;4;5;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;5;2;1;3;105;1;2;;;;1;1;0;0;4;2;2;2;2;2;2;2;2;2;3;3;3;2;3;5;;;;1;77;1;7;3;1;0;3;3;1;;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;5;5;8;5;8;5;5;8;5;7;8;7;5;5;8;6;2;3;3;3;3;3;3;3;3;;10;5;;10;5
2640;2;2;2;2;50;4;1;1;5;5;3;1;4;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;3;4;2;1;1;1;1;2;6;0;;;;;;0;0;1;0;4;2;2;2;2;2;2;2;2;2;3;2;3;1;1;3;;;;1;50;4;4;1;1;0;4;4;2;3;3;3;2;2;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;3;5;10;3;0;0;0;5;7;7;2;6;0;4;2;1;3;4;5;4;5;5;5;2;8;1;6;3;2;12
2641;2;1;1;4;64;9;4;1;4;3;3;4;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;3;1;4;2;1;1;6;5;480;4;;;;;6;0;0;4;2;;2;2;2;2;2;2;2;2;4;3;3;3;3;1;;;;1;64;9;4;3;1;0;6;3;3;3;3;3;1;3;3;1;3;2;3;3;3;3;2;2;1;3;2;3;0;3;5;;3;3;3;7;0;;5;;2;;5;;2;3;4;2;2;4;5;3;3;7;0;1;7;0;1
2642;2;1;1;8;18;2;2;1;4;5;3;4;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;1;4;48;1;;;;;2;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;5;;;1;18;2;3;2;0;0;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;1;2;2;0;4;0;0;3;0;10;3;0;4;4;7;4;9;4;1;4;4;3;3;2;4;2;2;15;1;;0;3;
2643;2;1;1;6;75;1;5;1;3;7;1;2;8;2;;2;2;;1;2;;2;2;2;1;2;2;2;1;2;2;2;8;1;2;1;2;1;1;1;2;2;360;1;2;4;;;4;0;0;2;3;;2;2;2;2;2;2;2;2;3;3;3;3;3;1;3;;;1;75;1;4;4;2;0;6;2;2;3;1;2;2;2;2;2;2;2;3;2;2;2;2;1;1;2;2;3;5;4;7;5;3;3;1;4;6;4;6;6;5;4;5;5;2;4;4;5;4;4;2;5;3;7;1;2;8;2;4
2644;2;1;2;10;69;11;4;3;2;3;6;3;1;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;2;6;210;1;;;;;100;0;1;0;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;2;;;;1;69;11;7;4;1;1;6;1;3;3;3;2;3;2;1;1;3;1;3;3;2;3;2;3;2;4;1;1;1;6;8;5;8;2;3;5;4;7;9;6;8;7;9;6;2;4;4;4;2;2;2;3;2;9;3;;8;3;
2645;2;1;2;10;77;1;5;7;7;5;3;2;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;2;1;2;4;1;2;6;60;2;;;;;0;0;0;0;3;2;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;77;1;3;2;0;0;3;3;1;;1;1;1;3;2;2;3;3;3;3;3;3;3;2;1;3;3;3;1;8;8;7;8;7;3;8;2;7;6;7;3;7;6;6;1;3;4;4;3;4;5;4;4;;4;;;5;
2646;2;1;1;8;39;3;2;1;4;1;8;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;4;1;1;1;3;2;630;3;4;;;;27;1;8;11;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;39;3;4;1;0;0;5;3;3;3;2;2;1;3;2;3;3;2;2;3;3;2;3;1;2;4;2;2;3;4;5;2;4;2;0;7;;;;;;;6;;1;4;4;4;4;4;4;4;4;7;1;0;7;1;0
2647;2;1;2;10;56;8;4;7;7;5;3;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;2;4;160;1;3;;;;2;3;0;0;2;2;2;2;2;2;2;1;2;2;4;2;3;4;1;;;;;1;56;8;4;1;0;0;5;3;3;;2;2;2;3;3;2;3;2;3;3;3;4;3;3;1;4;2;2;4;5;5;5;0;1;0;;4;3;0;4;;2;5;4;1;4;4;3;3;3;2;2;3;;3;;;3;
2648;2;1;2;10;54;6;1;7;7;6;8;1;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;;;;;2;54;6;6;2;0;1;3;3;1;;2;3;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;1;5;9;8;3;1;1;7;5;;6;7;6;8;8;7;2;2;2;2;2;2;2;2;2;;3;;;5;
2649;2;1;2;10;75;1;5;3;2;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;2;1;1;1;2;3;90;1;2;;;;2;1;0;1;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;75;1;5;2;0;1;5;3;2;3;3;2;2;3;3;2;3;2;2;3;3;2;3;2;2;3;1;1;6;7;8;7;8;4;5;7;9;9;8;8;8;9;8;9;2;3;5;5;2;5;5;5;5;5;1;;1;2;
2650;2;1;2;10;59;5;4;7;7;3;1;5;8;2;;2;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;9;2;1;2;1;1;1;6;1;1;75;3;;;;;1;0;0;0;4;2;2;2;2;2;2;1;2;3;1;1;3;2;3;;;;;1;59;5;5;2;0;2;5;3;3;;3;3;2;6;2;1;1;3;2;3;2;3;3;1;3;5;2;1;10;8;9;7;7;5;0;;10;8;7;8;;8;7;;2;2;2;2;2;3;2;2;3;;2;;;2;
2651;2;1;2;10;33;9;4;7;7;3;2;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;2;2;1;1;1;1;3;45;1;;;;;10;0;5;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;33;9;6;2;0;1;6;2;2;;2;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;2;2;1;2;6;3;2;1;2;5;1;5;3;2;0;2;7;2;2;3;3;2;2;3;2;5;2;;3;;;2;
2652;2;2;2;5;76;4;4;2;5;7;10;3;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;5;6;6;6;6;0;;;;;;1;0;0;0;2;2;2;2;1;2;2;1;2;2;4;1;4;4;4;5;;;;1;76;4;7;4;2;0;4;3;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;1;1;1;0;5;5;10;5;5;5;9;0;5;5;5;3;2;10;1;1;5;3;3;3;5;3;3;2;5;2;5;0;5;20
2653;2;1;2;2;95;1;5;1;5;2;6;5;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;1;1;1;2;1;1;2;4;0;;;;;;10;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;2;5;;;;1;95;1;3;2;0;0;4;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;1;3;3;2;2;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;1;;;1;
2654;2;1;2;7;57;6;2;6;8;3;3;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;2;7;1;1;1;2;3;2;90;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;3;4;3;;;;;1;57;6;10;5;0;0;4;2;3;;3;3;3;3;2;3;3;3;2;3;3;3;3;3;1;4;1;1;2;3;6;3;5;1;2;4;2;3;6;5;6;2;8;3;2;2;4;5;4;4;3;3;4;;2;1;;2;1
2655;2;2;1;10;6;12;4;7;7;5;1;5;6;2;;2;3;;2;2;;2;2;1;2;1;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;3;60;1;2;;;;0;10;0;0;3;;2;2;2;2;2;2;2;2;2;3;4;1;1;;;;;1;6;12;2;1;0;1;6;3;1;;1;3;3;1;3;3;1;3;2;3;1;1;3;3;3;1;1;1;6;5;6;0;7;3;0;9;7;4;9;7;3;7;0;6;2;5;1;2;3;2;2;5;2;0;1;0;0;1;0
2656;2;2;1;3;60;5;1;1;6;3;2;10;1;2;;2;2;;1;2;;2;2;2;2;2;2;3;2;2;2;2;8;3;2;3;2;3;3;4;5;2;75;1;;;;;25;1;0;5;2;;2;2;3;2;2;2;2;2;4;4;4;2;2;1;;;;1;60;5;3;2;1;0;3;2;2;3;4;2;3;3;4;2;3;2;3;3;3;2;3;3;2;3;4;4;2;6;5;5;2;2;0;0;3;6;4;2;5;4;0;3;1;2;3;3;4;3;3;3;2;10;0;2;11;0;1
2657;2;1;2;10;94;1;5;7;7;6;9;1;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;2;6;6;6;1;6;1;1;0;;;;;;1;0;1;0;4;2;2;2;1;2;2;2;2;2;4;4;4;4;4;;;;;1;94;1;3;1;0;0;3;3;1;;1;3;2;3;2;1;3;3;3;3;3;3;3;3;3;5;5;5;;;;;;;;;;;;;0;;;;3;5;5;5;5;5;5;5;5;0;2;0;0;2;0
2658;2;2;2;3;88;6;3;1;5;1;1;8;11;3;;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;5;1;1;1;1;2;2;5;4;;;;;2;0;0;2;1;2;2;2;2;2;2;2;2;2;3;3;2;3;3;1;;;;1;88;6;2;1;0;0;4;2;1;2;3;2;2;2;3;3;2;2;3;3;3;2;2;2;3;2;3;3;6;5;6;7;7;6;2;10;6;5;6;4;7;5;6;5;2;2;4;2;2;2;2;2;2;8;2;;7;3;
2659;2;1;1;7;49;7;3;1;5;3;2;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;6;2;1;1;6;4;20;2;;;;;0;7;0;7;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;49;7;4;2;0;0;3;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;5;5;5;7;5;5;0;5;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;8;0;0;8;0;0
2660;2;1;2;10;35;8;1;7;7;7;1;6;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;2;2;1;60;2;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;;;;;2;56;8;4;2;0;0;4;3;1;;1;2;2;2;1;1;1;2;2;2;2;1;3;1;1;1;1;2;6;8;9;8;7;6;5;3;7;7;7;6;8;7;8;6;2;2;2;2;2;2;1;1;2;;2;;;2;
2661;2;1;1;6;72;7;4;5;8;3;8;7;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;2;1;1;1;105;1;2;;;;8;0;0;0;3;;2;2;2;2;2;2;2;2;4;3;3;4;1;;;;;1;72;7;7;4;0;0;4;3;1;;1;1;1;1;1;1;1;1;2;2;2;1;3;3;3;3;1;1;5;8;10;7;8;4;4;8;5;9;8;8;7;7;8;7;2;2;3;2;1;4;2;3;4;;2;2;;2;2
2662;2;1;2;10;75;1;5;2;5;5;10;9;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;3;1;5;4;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;1;2;2;2;2;3;2;4;4;4;1;1;2;;;;1;75;1;3;1;0;1;4;3;2;3;3;2;3;2;3;3;2;2;2;3;3;2;3;3;3;3;3;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;4;4;4;4;5;2;5;5;2;1;;0;0;
2663;2;1;2;3;93;1;5;1;5;2;2;8;4;2;;2;1;;2;1;37.4;2;2;2;2;1;2;2;1;2;2;2;7;2;2;1;2;4;1;1;1;2;120;1;;;;;1;0;0;0;3;2;2;2;2;2;2;2;1;2;3;4;4;3;1;5;;;;1;93;1;4;2;0;0;5;3;1;2;4;3;1;1;4;1;1;1;2;5;3;1;3;1;3;2;1;1;0;4;5;7;4;0;4;5;0;4;3;3;4;4;6;2;1;4;4;4;4;4;3;4;3;7;1;;0;2;
2664;2;1;2;6;39;3;1;1;5;2;1;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;1;1;1;1;1;1;1;90;1;;;;;0;0;1;1;4;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;;;;1;39;3;5;3;0;0;5;3;1;1;1;1;1;1;1;2;1;2;3;2;1;3;3;1;1;2;1;1;4;9;10;9;4;5;2;6;4;9;6;8;6;8;6;4;2;4;4;5;4;3;2;5;3;8;1;;4;2;
2665;2;1;2;10;64;9;4;7;7;3;1;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;2;1;1;1;2;0;;;;;;1;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;;1;64;9;5;2;0;1;5;3;2;;2;3;3;2;1;1;3;3;2;3;2;3;3;1;1;5;1;2;1;4;6;6;4;4;1;5;1;5;4;2;4;4;5;;2;2;4;3;1;4;2;3;4;;1;;0;;0
2666;2;1;2;9;84;12;4;3;3;1;1;5;3;1;2;;3;;1;1;0.0;2;2;1;1;1;2;1;1;2;1;2;8;1;1;1;1;1;1;1;1;1;150;1;3;;;;10;0;0;0;2;2;2;2;1;2;2;2;3;2;4;3;3;3;4;2;;;;1;84;12;4;1;0;0;6;3;4;3;1;3;3;2;1;1;2;3;3;2;2;2;3;3;2;5;1;1;3;5;5;5;5;5;3;5;5;5;5;5;5;3;5;3;1;3;5;5;2;3;2;3;3;3;1;;0;1;
2667;2;1;1;5;26;11;2;1;5;3;6;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;1;1;1;4;1;1;6;2;540;4;;;;;7;0;0;8;2;;2;2;2;2;2;2;2;2;4;3;4;4;3;1;;;;1;26;11;7;4;2;0;5;3;3;3;3;3;3;3;3;3;3;3;;3;2;2;3;1;1;2;2;2;0;9;8;8;;2;;5;0;8;;8;2;8;8;2;2;2;3;2;2;3;2;2;2;8;2;3;8;2;3
2668;2;2;2;9;59;5;3;4;5;5;1;4;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;3;3;2;2;1;1;1;2;3;60;1;;;;;0;0;0;0;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;5;;;;1;59;5;2;1;0;0;4;3;3;;3;3;3;3;3;1;3;2;3;3;1;1;2;3;2;2;3;2;6;8;6;9;6;8;2;6;8;8;6;8;5;4;6;5;2;4;3;3;4;4;4;4;4;8;1;;;1;
2669;2;1;1;6;64;9;4;1;6;5;8;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;3;5;5;2;3;2;6;3;3;630;1;3;4;5;;15;5;3;20;3;;2;2;2;2;2;1;2;2;4;4;4;4;3;5;;;;1;64;9;5;3;2;0;5;3;2;3;3;3;2;2;3;3;2;3;2;3;3;3;3;1;1;5;3;3;0;0;0;5;0;0;7;8;0;0;0;0;0;7;7;0;1;4;4;2;1;3;2;4;4;7;1;2;0;3;12
2670;2;1;1;4;14;4;4;5;8;1;2;8;4;2;;2;4;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;1;30;1;;;;;10;0;0;0;4;;2;2;1;2;2;2;2;2;3;3;4;3;4;;;;;1;14;4;2;1;0;0;6;3;2;;2;3;3;3;3;3;2;3;3;3;2;2;2;2;2;5;2;2;0;1;6;3;2;1;2;5;0;0;2;0;3;3;2;2;1;3;3;2;2;2;3;3;2;3;1;;0;1;
2671;2;1;1;4;59;5;4;1;3;3;1;3;10;2;;2;3;;1;2;;1;2;2;2;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;2;2;0;;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;3;3;4;4;3;3;;;;1;59;5;4;2;0;0;6;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;2;3;2;1;1;7;9;10;8;9;7;5;8;6;10;10;8;5;7;8;9;2;3;2;2;3;2;2;2;3;7;1;;3;2;
2672;2;3;1;6;26;11;4;1;4;2;1;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;7;1;1;1;1;1;1;1;2;2;30;1;;;;;0;0;0;0;2;;1;2;2;2;2;2;2;2;3;3;3;3;3;3;;;;1;26;11;3;2;0;2;6;2;1;2;4;2;4;4;2;2;5;2;2;3;2;3;2;2;1;1;2;2;5;3;9;9;2;8;0;9;5;0;5;0;7;3;7;5;1;2;3;1;3;2;2;3;2;8;1;;8;1;
2673;2;1;1;8;56;8;1;3;1;3;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;2;3;1;1;1;1;4;50;1;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;2;;;;1;56;8;6;2;0;0;3;3;2;3;2;3;3;2;3;3;2;3;2;3;2;3;3;3;2;2;3;3;5;9;9;9;9;0;0;5;5;9;10;9;9;10;9;9;1;5;3;5;3;5;2;5;5;8;;;8;;
2674;2;3;2;10;67;6;4;7;7;5;1;2;3;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;0;;;;;;0;0;1;0;3;2;3;3;3;2;3;3;1;3;4;4;4;4;3;;;;;1;67;6;3;1;0;0;4;3;3;;2;3;3;2;2;3;3;3;3;2;2;2;3;3;2;3;2;2;0;0;2;2;2;2;4;3;2;;4;;;;4;2;1;4;4;5;4;2;2;5;5;;2;;;2;
2675;2;3;1;10;91;1;5;7;7;3;5;1;4;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;1;1;1;1;6;0;;;;;;0;0;0;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;3;;;;;1;91;1;6;2;0;2;6;3;3;;1;3;3;3;3;2;2;3;2;2;1;2;3;1;1;2;2;2;7;8;8;8;8;7;6;8;7;8;7;6;8;6;6;6;2;2;2;2;2;2;2;2;2;;1;;;1;
2676;2;2;1;7;66;10;2;1;5;3;1;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;2;1;1;1;5;0;;;;;;0;0;0;0;4;;2;2;2;2;2;2;2;2;3;3;3;3;3;3;;;;1;66;10;5;3;1;0;4;3;2;2;2;3;2;3;3;3;2;2;2;2;2;2;3;3;2;2;2;2;6;6;6;7;7;5;5;10;6;6;7;6;5;5;5;3;2;4;3;2;2;3;2;5;5;8;2;4;5;3;6
2677;2;1;2;10;23;9;1;4;5;4;4;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;3;1;1;1;1;0;;;;;;0;0;0;0;2;2;3;2;2;2;2;3;3;2;4;4;4;3;3;6;;;;1;23;9;5;1;0;0;6;3;2;;3;3;3;3;3;2;2;2;3;3;3;1;3;2;2;3;1;1;5;5;5;5;5;4;3;6;5;5;;4;5;5;6;5;2;3;3;2;3;4;2;3;3;0;3;;;;
2678;2;1;2;10;44;7;4;7;7;6;1;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;1;3;0;;;;;;1;0;0;0;3;2;2;2;2;2;2;1;2;2;4;3;4;4;1;;;;;1;44;7;4;1;0;1;4;3;3;;2;3;3;3;3;2;1;3;2;3;2;2;3;1;1;3;2;2;7;7;8;7;7;5;5;5;7;;;;;;;;2;2;2;2;2;2;2;2;2;;1;;;1;
