SERIAL;JOURV3;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D15;D16Q_0;D16Q_1;D16Q_2;D16Q_3;D17;D18_0;D18_1;D18_2;D19_0;D19_1;D20;D21_0;D21_1;D21_2;D21_3;D22_0;D22_1;D22_2;D22_3;D22_4;D23_0;D23_1;D23_2;D23_3;D24;D25Q_0;D25Q_1;D25Q_2;D26;D27;D28_0;D28_1;D28_2;D28_3;D29_0;D29_1;D29_2;D29_3;D29_4;D29_5;D29_6;D29_7;D29_8
2608;3;1;2;4;62;5;4;2;5;3;1;2;7;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;9;1;6;3;1;1;1;1;1;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;6;;;;1;62;5;7;5;3;0;4;1;0;2;1;0;3;1;1;2;1;1;1;3;3;2;1;2;4;2;1;4;1;2;;;4;1;1;2;1;4;;5;5;;3;3;4;5;5;4;2;4;2
2609;3;1;1;3;34;10;1;1;3;3;1;8;7;1;1;1;2;1;1;38.0;1;1;2;1;2;2;1;2;2;2;2;9;3;1;3;3;1;2;2;2;2;60;1;3;;;;6;3;;2;2;1;2;2;2;2;2;4;2;2;1;1;;;;1;34;10;2;3;1;0;5;1;0;1;0;0;2;1;1;2;2;1;4;2;1;1;1;2;1;2;2;1;1;2;;;2;2;2;3;2;2;;1;;;1;2;2;1;2;2;1;2;1
2610;3;3;1;5;25;3;1;8;8;3;3;1;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;4;1;5;5;1;2;0;;;;;;0;1;;2;2;2;2;2;2;2;2;3;4;4;1;;;;;1;25;3;8;4;2;0;2;1;0;0;1;1;3;3;3;4;1;1;3;3;1;2;2;3;4;4;4;4;2;4;;;3;2;3;4;1;4;;;4;4;4;4;3;4;4;4;1;3;3
2611;3;1;2;6;45;2;1;6;8;3;5;9;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;120;1;2;3;;;4;5;2;2;2;2;2;2;2;2;2;3;4;3;2;;;;;1;45;2;5;4;0;0;4;1;0;0;0;1;4;4;4;4;5;5;2;2;2;2;2;4;5;4;4;1;2;;;;3;1;0;0;1;1;;;;1;2;2;2;5;5;3;2;3;2
2612;3;2;2;5;38;11;4;4;5;3;5;3;2;1;3;3;;2;2;;2;1;1;3;1;1;2;1;1;2;2;7;2;4;2;2;2;1;2;2;3;120;2;5;;;;1;3;2;2;2;2;2;2;2;2;2;1;2;2;3;7;;;;1;38;11;4;4;2;0;6;1;1;0;0;0;1;2;2;5;3;2;2;3;3;2;3;2;2;2;2;3;1;;;;3;1;1;1;5;3;3;;;;4;4;5;5;5;4;5;5;5
2613;3;2;1;4;84;12;4;1;6;3;3;4;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;2;1;3;5;60;1;;;;;4;2;;1;2;2;2;2;2;2;2;3;3;4;4;4;;;;1;84;12;7;3;1;0;4;1;1;0;0;0;1;5;5;5;3;3;1;3;3;3;2;2;2;2;1;4;2;3;;;5;1;1;2;1;4;3;;;;5;5;5;5;5;5;5;5;5
2614;3;1;2;3;44;7;2;1;4;1;1;2;3;1;2;3;;1;2;;1;2;1;1;1;2;1;1;2;1;2;9;2;3;1;1;2;1;1;2;4;300;4;;;;;5;2;2;2;2;2;2;2;2;2;2;3;4;4;3;1;3;;;1;44;7;1;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;1;5;5;5;2;2;2;5
2615;3;2;2;1;45;2;2;6;8;2;8;5;2;1;6;2;;1;2;;2;2;2;2;1;2;3;2;2;2;3;8;2;3;3;4;2;5;4;2;2;70;2;;;;;1;2;2;2;3;2;2;2;1;1;2;2;3;3;3;;;;;2;45;2;;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;2;2;1;4;3;3;4;4
2616;3;2;2;1;75;1;5;1;2;1;3;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;3;1;1;1;2;1;1;1;60;1;2;;;;0;3;2;2;3;3;3;2;2;1;1;3;3;3;3;5;;;;1;75;1;1;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;2;4;4;4;2;4;3
2617;3;3;2;6;69;11;2;1;3;3;1;7;2;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;3;9;1;3;1;1;2;1;1;2;3;0;;;;;;2;3;2;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;1;69;11;8;5;2;0;5;1;0;0;1;1;3;5;5;5;4;4;1;3;3;3;3;2;3;3;2;1;1;;;;3;4;1;5;1;2;;;2;2;2;2;1;5;5;2;5;5;5
2618;3;1;2;9;2;5;1;4;5;5;2;9;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;2;1;6;;;;1;2;5;1;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;5;5;5;5;5;5;5;5
2619;3;1;1;9;56;8;1;7;7;3;5;8;11;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;1;1;60;2;;;;;2;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;56;8;3;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;5;3;2;5;2
2620;3;1;2;8;45;2;4;1;4;1;1;7;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;6;6;180;1;4;5;;;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;8;;;;1;45;2;3;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;4;1;4;5;5;4;4;5;5
2621;3;1;2;7;59;5;4;1;4;7;1;3;2;2;;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;4;4;4;4;6;;;;1;59;5;7;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;5;4;5;5;5
2622;3;1;2;6;84;12;4;4;5;4;1;2;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;6;6;6;6;6;6;2;4;60;2;;;;;0;4;2;3;3;3;2;2;2;2;2;2;2;3;2;5;;;;1;84;12;4;3;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;5;5;5;3;3;5;5
2623;3;1;1;10;35;8;4;7;7;2;4;5;8;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;2;1;2;1;1;1;1;45;1;2;;;;0;4;;1;2;2;2;2;1;2;2;3;3;4;3;;;;;1;35;8;4;3;0;1;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;5;2;2;4;2;3;2
2624;3;1;2;6;6;12;4;2;5;3;3;1;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;5;1;1;2;6;90;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;6;12;4;5;1;0;4;1;0;0;1;0;3;5;5;5;5;3;1;3;3;3;2;5;3;4;2;3;1;;;;3;1;1;0;1;1;;;1;;1;1;5;5;5;5;1;5;5
2625;3;2;2;4;14;4;1;5;8;3;1;2;10;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;4;1;1;6;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;4;2;;;;;1;14;4;6;7;5;0;4;1;0;4;0;0;2;5;5;3;4;2;1;3;3;3;2;5;2;4;3;2;2;;;;5;1;1;2;1;4;;4;;;2;5;5;5;5;5;5;5;2
2626;3;1;2;3;67;6;4;1;4;3;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;2;3;120;1;3;;;;5;4;2;2;2;2;2;2;2;2;2;3;3;4;3;4;;;;1;67;6;5;2;2;0;5;1;1;0;0;0;1;5;5;5;1;1;2;3;3;3;3;5;3;2;2;3;1;;;;5;1;2;2;1;3;3;;;;4;1;1;5;5;2;2;4;1
2627;3;2;2;7;39;3;1;1;5;5;10;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;3;1;1;1;1;1;5;30;1;;;;;0;4;2;3;2;2;2;2;2;2;2;2;1;1;3;4;;;;1;39;3;5;1;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;5;1;5;5;5;3;5;3;5
2628;3;1;2;3;53;7;1;2;5;3;1;8;2;1;4;2;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;120;1;2;;;;2;4;2;2;2;2;2;2;2;2;2;4;3;4;3;8;;;;1;53;7;5;2;0;0;3;1;1;0;0;0;1;2;2;2;2;1;1;3;3;3;3;2;4;2;2;4;1;2;3;;5;1;2;2;1;5;2;;;;2;5;5;5;5;4;2;4;5
2629;3;1;1;8;31;10;4;3;2;1;8;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;3;;2;2;1;2;2;2;2;2;4;3;4;4;5;;;;1;31;10;3;2;0;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;2;5;5;5;5;5;5;2
2630;3;1;2;3;69;11;4;1;4;7;1;2;9;1;5;1;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;2;1;1;1;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;2;2;5;;;;1;69;11;3;4;2;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;2;5;2;5;4;5;5;5
2631;3;1;1;9;34;10;2;7;7;5;4;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;2;1;1;2;6;0;;;;;;0;4;;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;34;10;1;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;5;5;5;5;5;5;5;5
2632;3;2;1;4;82;10;2;1;6;3;8;7;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;9;7;2;1;1;1;1;1;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;3;3;1;;;;1;82;10;6;2;2;0;4;1;0;2;0;0;2;1;2;5;2;1;1;3;3;3;3;2;3;5;5;3;1;;;;5;2;3;2;1;3;;5;;;5;5;4;5;5;4;5;5;5
2633;3;2;2;5;43;11;2;6;8;6;8;7;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;5;1;1;1;1;1;4;6;320;1;4;5;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;43;11;4;2;1;0;3;1;1;0;0;0;1;5;5;5;3;3;1;3;2;3;1;2;1;5;5;4;2;;;;2;1;1;1;1;5;5;;;;1;5;5;5;5;5;1;5;5
2634;3;1;2;10;91;1;5;7;7;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;2;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;91;1;5;2;0;2;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;2;5;5;5;5;5;4;5
2635;3;2;2;4;65;10;1;2;5;3;1;3;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;9;1;2;1;1;2;1;1;1;6;60;2;;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;2;4;5;;;;1;65;10;6;4;2;0;5;1;0;2;0;0;2;5;5;5;1;1;1;3;2;3;3;5;1;5;5;2;1;2;3;;5;1;0;1;1;3;;1;;;2;2;2;5;5;5;5;5;2
2636;3;2;2;9;72;7;1;7;7;3;6;10;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;2;0;;;;;;1;4;2;2;2;2;2;2;2;2;2;2;3;3;4;;;;;1;72;7;5;3;0;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;2;5;5;5;5;5;5;5
2637;3;1;1;3;75;1;5;1;4;2;2;3;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;2;1;1;1;1;1;59;1;;;;;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;5;;;1;75;1;1;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;2;2;5;5;5;5;5;4;2
2638;3;2;1;7;66;10;2;3;2;3;1;10;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;2;60;1;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;7;;;;1;66;10;5;3;0;0;5;1;0;0;0;1;4;5;5;5;4;4;2;3;3;3;2;2;3;2;1;5;2;;;;4;1;3;3;1;5;;;;5;2;2;2;5;5;5;5;5;5
2639;3;2;2;1;17;9;1;6;8;1;2;1;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;3;3;2;5;1;2;5;0;;;;;;1;3;2;2;2;2;2;2;2;2;2;4;4;4;1;;;;;1;17;9;2;2;1;0;3;1;1;0;0;0;1;1;4;5;3;1;1;3;3;3;3;1;4;3;2;4;1;;;;5;1;0;1;1;3;3;;;;2;5;5;5;5;3;5;5;5
2640;3;2;2;4;47;9;2;2;5;3;1;6;3;2;;3;;2;2;;2;2;2;3;2;2;2;2;2;2;2;7;2;4;2;2;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1;3;;;1;47;9;6;4;2;0;6;1;0;2;0;0;2;2;5;2;1;1;1;3;3;3;3;2;2;2;2;4;3;;;;5;3;1;2;1;3;;2;;;2;1;1;5;5;3;2;5;5
2641;3;2;2;2;40;9;3;1;3;2;3;8;11;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;3;6;1;4;2;1;2;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;3;3;3;;;;2;91;1;5;3;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;5;4;3;5;3;5;5;1
2642;3;1;2;6;73;11;2;1;4;5;1;8;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;2;1;2;1;1;1;4;150;1;;;;;30;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;73;11;3;2;1;0;5;1;0;0;0;1;4;5;5;5;4;4;1;3;3;3;3;4;4;4;4;2;3;;;;1;1;0;2;1;2;;;;1;5;5;5;5;5;5;5;5;5
2643;3;1;2;1;82;10;3;8;8;2;2;1;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;2;1;1;1;2;3;60;4;;;;;15;1;2;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;82;10;4;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;2;2;5;5;2;2;5;5
2644;3;2;2;1;75;1;5;1;5;3;1;9;3;1;4;1;;1;2;;1;1;1;1;1;1;1;1;2;1;1;7;2;1;3;2;1;2;2;2;2;60;1;2;3;;;3;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;;;1;75;1;3;4;2;2;6;1;2;0;0;0;1;2;2;1;2;1;1;2;2;1;1;2;2;1;1;2;2;3;;;2;1;1;0;1;2;2;;;;3;2;2;3;2;2;3;1;3
2645;3;1;2;8;64;9;2;2;5;3;2;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;2;2;1;1;2;4;150;1;4;;;;7;4;2;2;2;2;2;2;2;2;2;1;2;4;3;1;;;;1;64;9;5;3;0;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;5;5;5;4;5;5;5
2646;3;1;2;10;37;2;4;7;7;6;8;2;1;2;;3;;2;2;;2;2;2;2;2;2;1;2;1;2;2;7;7;4;7;1;2;5;6;1;1;30;1;;;;;1;5;2;1;2;3;2;3;3;3;3;5;5;5;5;;;;;1;37;2;2;1;0;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;3;2;5;5;5;5;3;1
2647;3;2;1;10;54;6;2;7;7;6;4;5;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;80;2;;;;;0;4;;2;1;2;2;2;2;2;2;4;4;4;4;;;;;1;54;6;5;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;2;4;4;2;1;4;4
2648;3;1;1;4;88;6;2;1;3;3;1;8;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;2;1;2;1;1;3;0;;;;;;0;2;;2;3;2;2;2;2;1;2;4;4;4;4;3;;;;1;88;6;6;4;2;0;6;1;0;2;0;0;2;5;5;5;1;1;1;1;1;3;3;2;4;2;4;2;2;;;;5;2;0;1;1;4;;4;;;5;4;4;5;5;4;5;4;5
2649;3;2;2;7;2;5;3;1;3;1;8;10;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;1;2;6;60;2;;;;;0;2;2;2;2;2;3;2;2;2;2;4;4;4;4;3;;;;1;2;5;4;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;3;5;5;5;5;5;2
2650;3;1;1;2;75;1;5;1;3;2;5;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;5;1;4;1;1;1;1;5;90;1;2;;;;0;2;;2;2;2;2;2;2;2;2;2;4;4;3;3;;;;1;75;1;4;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;5;4;5;5;4;3;4;4
2651;3;1;1;9;91;1;5;7;7;3;8;9;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;6;2;1;2;1;1;2;2;45;6;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;91;1;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;1;5;5;5;2;5;5;1
2652;3;1;2;10;61;4;3;7;7;5;1;6;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;1;2;75;1;;;;;3;4;2;2;2;2;2;2;2;2;2;4;2;4;1;;;;;2;61;4;3;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;5;5;5;5;5;5;5;5
2653;3;2;2;3;58;3;3;3;2;3;1;10;6;2;;3;;2;2;;2;3;1;3;2;2;2;2;2;3;2;7;1;3;2;2;2;2;1;1;5;0;;;;;;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;;;;2;;13;6;4;2;0;3;1;1;1;0;0;1;3;3;3;1;2;1;3;3;3;3;2;2;3;2;2;1;;;;1;2;0;2;1;2;3;3;;;2;2;5;5;5;2;5;5;5
2654;3;1;2;10;24;9;3;7;7;3;2;9;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;1;1;2;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;24;9;9;2;0;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;5;5;5;5;2;5;5
2655;3;2;2;4;27;4;1;1;5;2;10;1;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;3;3;1;2;1;1;4;0;;;;;;0;4;1;2;2;3;2;2;2;2;2;3;3;4;3;4;;;;1;27;4;5;4;2;0;4;1;0;1;0;0;2;4;3;4;1;1;1;1;2;2;2;4;1;4;4;2;2;;;;5;1;0;0;1;2;;2;;;5;2;5;5;5;5;5;5;5
2656;3;2;2;6;28;2;3;1;4;1;1;8;6;2;;2;;2;2;;2;2;2;2;1;2;2;2;2;1;2;8;1;2;1;1;1;1;1;2;2;30;1;2;4;;;4;2;2;2;2;2;2;2;2;2;2;4;3;4;4;8;;;;1;28;2;3;1;1;0;4;1;0;1;0;0;2;2;2;2;1;1;2;2;3;3;2;1;3;2;2;3;1;;;;5;0;1;1;1;4;;4;;;2;4;4;5;5;3;5;4;5
2657;3;1;1;8;63;11;4;1;4;1;1;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;2;3;60;2;4;;;;0;3;;2;2;2;2;2;2;2;2;3;3;2;3;1;;;;1;63;11;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;3;5;3;5;3;1;4;5
2658;3;2;2;8;29;8;4;2;5;3;1;3;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;1;1;1;1;4;30;2;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;2;3;5;;;;1;29;8;4;3;3;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;4;5;2;2;5;2
2659;3;1;2;10;58;3;1;7;7;6;8;4;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;3;8;1;2;2;1;2;1;2;2;3;120;1;;;;;4;2;2;2;2;3;2;2;1;2;2;4;4;2;4;;;;;1;58;3;3;1;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;5;5;5;2;2;2;5
2660;3;2;2;1;95;1;5;1;6;1;8;2;4;2;;3;;1;1;38.2;2;2;2;1;1;2;2;1;2;2;1;7;1;1;2;7;1;1;2;7;5;80;1;;;;;0;2;2;2;2;2;3;2;2;2;2;3;3;3;4;5;;;;1;95;1;1;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;4;5;5;2;5;5;5
2661;3;3;2;9;29;8;3;1;5;5;8;6;4;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;5;1;2;1;1;1;1;1;3;1;60;1;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;2;61;4;6;3;0;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;5;2;5;5;2;1;5;1
2662;3;2;1;6;62;5;4;1;6;3;8;1;2;2;;1;;2;2;;2;3;2;2;3;2;2;2;2;2;1;8;2;5;4;6;1;2;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;3;2;3;3;2;2;5;;;;1;62;5;5;4;2;2;4;1;1;1;0;0;2;5;5;5;1;5;2;4;3;2;2;3;2;2;5;4;2;;;;2;1;0;1;1;4;4;3;;;3;3;3;5;5;3;5;5;3
2663;3;2;2;2;4;12;1;1;6;7;3;4;11;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;3;10;1;1;1;1;6;1;6;6;1;1080;4;;;;;50;2;2;2;2;1;2;2;2;2;2;4;2;3;3;1;;;;1;4;12;7;5;3;0;3;1;1;2;0;0;2;5;3;5;1;1;2;2;2;1;3;1;1;4;2;2;1;;;;5;0;1;2;1;4;4;5;;;5;1;5;5;5;5;5;5;5
2664;3;1;1;4;60;5;3;1;5;3;3;7;9;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;2;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;60;5;6;2;1;0;4;1;0;1;0;0;2;1;1;1;1;1;1;3;3;3;3;2;4;1;1;4;1;2;3;4;1;2;1;2;1;2;;1;;;5;5;5;5;5;5;5;5;5
2665;3;2;2;4;51;6;4;1;5;3;8;1;10;1;5;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;6;2;120;2;;;;;0;1;2;2;2;2;2;2;2;2;1;4;4;4;4;1;;;;1;51;6;6;2;2;0;3;1;0;1;1;0;2;5;5;5;2;2;1;3;3;2;2;5;2;5;5;2;1;;;;5;1;2;3;1;5;;2;2;;5;5;5;5;5;2;5;5;5
2666;3;2;1;5;47;9;2;1;4;3;9;1;8;1;5;2;;1;2;;2;2;1;1;1;2;2;1;1;2;2;8;3;1;3;2;2;4;3;3;2;120;1;2;;;;3;2;;2;2;2;2;2;2;2;2;3;3;3;2;3;;;;1;47;9;6;4;2;2;5;1;0;0;1;1;4;4;3;2;3;2;2;1;2;2;2;2;2;2;2;3;3;;;;2;1;1;4;2;2;;;2;2;4;3;4;4;4;2;2;2;2
2667;3;1;1;1;51;6;4;1;5;1;7;2;5;2;;1;;2;2;;2;2;2;1;1;2;2;2;2;2;2;7;2;1;2;1;1;1;1;1;3;120;1;;;;;0;3;;2;2;2;2;2;2;2;2;3;2;4;2;3;5;;;1;51;6;4;3;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;2;5;2;5;5;2;1;5;2
2668;3;2;1;1;34;10;2;1;2;2;6;8;11;2;;1;;2;2;;2;1;3;2;3;2;2;2;1;2;2;2;3;6;5;3;4;4;4;4;5;60;4;;;;;2;2;;2;3;2;3;3;3;2;2;3;3;2;3;2;;;;1;34;10;3;1;1;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;4;4;2;4;3;3;3;3
2669;3;1;1;6;91;1;2;3;2;2;1;3;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;7;1;1;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;91;1;3;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;4;4;4;4;4;4;4;4
2670;3;3;2;9;45;2;2;6;8;3;1;7;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;6;1;2;150;1;2;;;;5;3;2;2;2;2;2;2;1;2;2;1;3;3;4;;;;;1;45;2;6;2;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;2;5;5;5;2;5;5;5
2671;3;2;2;5;30;10;2;1;5;4;1;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;1;2;0;;;;;;1;4;2;2;2;2;2;2;1;2;2;1;3;3;2;4;;;;1;30;10;4;2;1;0;5;1;0;0;1;0;3;2;2;1;3;1;1;3;2;1;3;2;1;3;3;2;1;2;;;5;1;1;0;1;3;;;1;;4;2;4;4;4;4;4;5;4
